hyperedge_id,parent_cell,daughter_1,daughter_2,members,birth_time,parent_x,parent_y,parent_z,hyperedge_weight
LIN_0402,ABplapaap,G2,P1,ABplapaap|G2|P1,225,371.8364479,241.0630057,15.62533912,1.0
LIN_0403,ABplapapa,ABplapapaa,P9,ABplapapa|ABplapapaa|P9,215,400.0772073,240.876558,15.52018145,1.0
LIN_0404,ABplapapaa,QL,V5L,ABplapapaa|QL|V5L,735,465.787269,235.6670144,15.6855346,1.0
LIN_0405,ABplapapaa,QL,V5L,ABplapapaa|QL|V5L,735,442.2370572,228.9155313,14.40354223,1.0
LIN_0406,ABplapapp,ABplapappp,P11,ABplapapp|ABplapappp|P11,215,439.0838497,240.025762,15.42772669,1.0
LIN_0407,ABplapappp,ABplapapppp,ABplapapppa,ABplapappp|ABplapapppp|ABplapapppa,305,501.2229056,238.5284407,15.18711332,1.0
LIN_0408,ABplapapppp,ABplapappppa,ABplapappppp,ABplapapppp|ABplapappppa|ABplapappppp,400,603.258611,241.6531777,17.62824205,1.0
LIN_0409,ABplapappppa,PLML,ALNL,ABplapappppa|PLML|ALNL,485,0.0,0.0,0.0,1.0
LIN_0410,ABplappaa,P5,P3,ABplappaa|P5|P3,215,389.880724,233.8117564,15.41664065,1.0
LIN_0411,ABplappap,V3L,P7,ABplappap|V3L|P7,215,424.6644011,233.5135221,15.43738585,1.0
LIN_0412,ABplapppa,ABplapppap,ABplapppaa,ABplapppa|ABplapppap|ABplapppaa,230,442.4881709,233.1101296,15.27244438,1.0
LIN_0413,ABplapppaa,PVQL,ABplapppaap,ABplapppaa|PVQL|ABplapppaap,310,454.7286852,233.3457698,15.2900678,1.0
LIN_0414,ABplapppap,ABplapppapa,ABplapppapp,ABplapppap|ABplapppapa|ABplapppapp,285,472.3934237,236.773328,15.28544697,1.0
LIN_0415,ABplapppapp,PHBL,HSNL,ABplapppapp|PHBL|HSNL,405,557.1606407,230.706865,15.50062293,1.0
LIN_0416,ABplapppp,TL,hyp7,ABplapppp|TL|hyp7,230,467.1919393,234.8290755,15.25810832,1.0
LIN_0417,ABplpaaaa,ABplpaaaap,ABplpaaaaa,ABplpaaaa|ABplpaaaap|ABplpaaaaa,225,262.4986485,231.0286043,15.2567156,1.0
LIN_0418,ABplpaaaaa,SAAVL,AWCL,ABplpaaaaa|SAAVL|AWCL,295,264.3773455,227.1979819,14.81010666,1.0
LIN_0419,ABplpaaaap,DB1,exc duct,ABplpaaaap|DB1|exc duct,290,289.1390004,224.1723814,14.79513633,1.0
LIN_0420,ABplpaaap,ABplpaaapp,ABplpaaapa,ABplpaaap|ABplpaaapp|ABplpaaapa,225,293.3975849,228.5363914,15.28119309,1.0
LIN_0421,ABplpaaapa,URAVL,CEPshVL,ABplpaaapa|URAVL|CEPshVL,305,290.3975391,221.3599106,14.90906987,1.0
LIN_0422,ABplpaaapp,URYVL,ABplpaaappa,ABplpaaapp|URYVL|ABplpaaappa,295,311.2580261,220.6286323,14.85500394,1.0
LIN_0423,ABplpaaappa,ABplpaaappap,OLQVL,ABplpaaappa|ABplpaaappap|OLQVL,415,244.25,184.7708333,12.00833333,1.0
LIN_0424,ABplpaapa,ABplpaapap,ABplpaapaa,ABplpaapa|ABplpaapap|ABplpaapaa,227,291.7846338,227.9733856,15.37276942,1.0
LIN_0425,ABplpaapaa,AVBL,RIVL,ABplpaapaa|AVBL|RIVL,305,272.1563383,223.6297125,15.01202768,1.0
LIN_0426,ABplpaapap,AMsoL,CEMVL,ABplpaapap|AMsoL|CEMVL,310,295.4982356,220.2636605,15.15130675,1.0
LIN_0427,ABplpaapp,ABplpaappa,ABplpaappp,ABplpaapp|ABplpaappa|ABplpaappp,215,328.4129066,227.9356931,15.3145522,1.0
LIN_0428,ABplpaappa,ASHL,RIBL,ABplpaappa|ASHL|RIBL,295,318.1650527,219.8676002,15.14876062,1.0
LIN_0429,ABplpaappp,ABplpaapppp,AIML,ABplpaappp|ABplpaapppp|AIML,280,338.6954235,218.8058972,14.99986067,1.0
LIN_0430,ABplpaapppp,ABplpaappppp,CEPVL,ABplpaapppp|ABplpaappppp|CEPVL,400,299.1326531,201.7413222,14.98670853,1.0
LIN_0431,ABplpapaa,ABplpapaap,ABplpapaaa,ABplpapaa|ABplpapaap|ABplpapaaa,217,307.6262129,230.9150448,14.85848482,1.0
LIN_0432,ABplpapaaa,AIYL,SMDDL,ABplpapaaa|AIYL|SMDDL,305,313.5575401,229.9741021,14.37072513,1.0
LIN_0433,ABplpapaap,SIADL,SIBVL,ABplpapaap|SIADL|SIBVL,300,337.2460942,227.8370882,14.40688236,1.0
LIN_0434,ABplpapapa,exc gl L,AVKL,ABplpapapa|exc gl L|AVKL,290,346.0312813,227.7703745,14.21885284,1.0
LIN_0435,ABplpapapp,SIAVL,DB5,ABplpapapp|SIAVL|DB5,295,372.8379501,231.5842593,14.2333619,1.0
LIN_0436,ABplpappa,ABplpappap,ABplpappaa,ABplpappa|ABplpappap|ABplpappaa,210,350.4059996,234.2713137,14.55475117,1.0
LIN_0437,ABplpapppa,rect hyp,K,ABplpapppa|rect hyp|K,280,386.2241599,239.5111897,14.16419939,1.0
LIN_0438,ABplppaaa,ABplppaaap,ABplppaaaa,ABplppaaa|ABplppaaap|ABplppaaaa,230,337.558396,228.821233,15.1334745,1.0
LIN_0439,ABplppaaaa,ABplppaaaap,SIBDL,ABplppaaaa|ABplppaaaap|SIBDL,298,328.277116,228.3325004,15.02227816,1.0
LIN_0440,ABplppaaaap,ABplppaaaapa,RICL,ABplppaaaap|ABplppaaaapa|RICL,408,339.8744293,134.470972,13.74520548,1.0
LIN_0441,ABplppaapa,ABplppaapaa,RIML,ABplppaapa|ABplppaapaa|RIML,310,364.7661922,225.6323782,14.65550454,1.0
LIN_0442,ABplppaapp,AIAL,DB6,ABplppaapp|AIAL|DB6,305,390.7558467,227.6186962,14.65098127,1.0
LIN_0443,ABplppapaa,ABplppapaaa,SABD,ABplppapaa|ABplppapaaa|SABD,295,359.7292533,226.0404918,14.95520446,1.0
LIN_0444,ABplppapaaa,SABVL,RIFL,ABplppapaaa|SABVL|RIFL,415,379.6267974,135.4006536,13.60140523,1.0
LIN_0445,ABplppapap,DA4,DA2,ABplppapap|DA4|DA2,315,388.3099489,224.8747697,14.87725021,1.0
LIN_0446,ABplppappa,DD1,RIGL,ABplppappa|DD1|RIGL,308,406.4267529,227.7147641,14.92626341,1.0
LIN_0447,ABplppappp,DD3,DD5,ABplppappp|DD3|DD5,320,432.7533401,229.35489,14.88843065,1.0
LIN_0448,ABplpppaaa,DA9,DA6,ABplpppaaa|DA9|DA6,295,412.5169706,229.792309,14.83838293,1.0
LIN_0449,ABplpppaap,PHAL,ABplpppaapa,ABplpppaap|PHAL|ABplpppaapa,285,440.0274051,231.5206479,14.83821212,1.0
LIN_0450,ABplpppaapa,PVCL,LUAL,ABplpppaapa|PVCL|LUAL,330,563.3648025,269.5357143,15.49079919,1.0
LIN_0451,ABplpppap,ABplpppapa,ABplpppapp,ABplpppap|ABplpppapa|ABplpppapp,225,436.872812,226.195405,14.76541237,1.0
LIN_0452,ABplpppapa,hyp8,PHshL,ABplpppapa|hyp8|PHshL,275,459.5442276,233.4977521,14.68701162,1.0
LIN_0453,ABplppppaa,PVPL,rect VL,ABplppppaa|PVPL|rect VL,295,400.3882501,234.5995537,14.61182065,1.0
LIN_0454,ABplppppap,U,F,ABplppppap|U|F,280,426.4220577,237.3712511,14.73996205,1.0
LIN_0455,ABplppppp,ABplpppppp,ABplpppppa,ABplppppp|ABplpppppp|ABplpppppa,220,434.6017288,237.6370058,14.96302386,1.0
LIN_0456,ABplpppppa,mu anal,mu int L,ABplpppppa|mu anal|mu int L,295,438.9731154,244.2612778,14.66996961,1.0
LIN_0457,ABplpppppp,tail spike,hyp10,ABplpppppp|tail spike|hyp10,295,462.4567417,245.5730815,14.74924828,1.0
LIN_0458,ABpraaaaa,ABpraaaaap,ABpraaaaaa,ABpraaaaa|ABpraaaaap|ABpraaaaaa,240,254.6112175,276.5130475,15.1117576,1.0
LIN_0459,ABpraaaaaa,AVER,OLQshVR,ABpraaaaaa|AVER|OLQshVR,315,240.368475,284.0425356,15.09495237,1.0
LIN_0460,ABpraaaaap,OLLshR,ABpraaaaapv,ABpraaaaap|OLLshR|ABpraaaaapv,325,254.8533021,287.3463275,15.29345638,1.0
LIN_0461,ABpraaaap,ABpraaaapp,ABpraaaapa,ABpraaaap|ABpraaaapp|ABpraaaapa,227,281.3027653,279.3065598,15.14505026,1.0
LIN_0462,ABpraaaapa,RMDR,AFDR,ABpraaaapa|RMDR|AFDR,305,264.1023706,284.9446098,15.17076352,1.0
LIN_0463,ABpraaaapp,ABpraaaappp,ABpraaaappa,ABpraaaapp|ABpraaaappp|ABpraaaappa,290,282.7940678,288.8636737,15.33514326,1.0
LIN_0464,ABpraaaappp,ABpraaaapppp,ASKR,ABpraaaappp|ABpraaaapppp|ASKR,385,224.5781818,365.1454546,15.25745455,1.0
LIN_0465,ABpraaapa,ABpraaapaa,ABpraaapap,ABpraaapa|ABpraaapaa|ABpraaapap,226,273.1132558,277.859615,15.2701917,1.0
LIN_0466,ABpraaapaa,ADLR,ABpraaapaav,ABpraaapaa|ADLR|ABpraaapaav,295,251.0773832,278.5903542,15.41358816,1.0
LIN_0467,ABpraaapap,ABpraaapapp,ABpraaapapa,ABpraaapap|ABpraaapapp|ABpraaapapa,300,269.2497928,282.2089673,15.5060781,1.0
LIN_0468,ABpraaapapa,OLLR,ABpraaapapap,ABpraaapapa|OLLR|ABpraaapapap,405,177.4285714,364.7619048,22.14761905,1.0
LIN_0469,ABpraaapp,ABpraaappa,ABpraaappp,ABpraaapp|ABpraaappa|ABpraaappp,220,310.2375163,278.1830907,15.08115306,1.0
LIN_0470,ABpraaappa,AWBR,ADFR,ABpraaappa|AWBR|ADFR,280,287.9507,281.8723565,15.39790846,1.0
LIN_0471,ABpraaappp,ABpraaapppa,ABpraaapppp,ABpraaappp|ABpraaapppa|ABpraaapppp,260,313.8158523,284.415017,15.41040104,1.0
LIN_0472,ABpraaapppa,ASER,ABpraaapppap,ABpraaapppa|ASER|ABpraaapppap,350,286.6487593,301.5414809,15.74974449,1.0
LIN_0473,ABpraaapppp,AUAR,ASJR,ABpraaapppp|AUAR|ASJR,350,307.6817268,312.6365794,16.54537582,1.0
LIN_0474,ABpraapaa,ABpraapaaa,ABpraapaap,ABpraapaa|ABpraapaaa|ABpraapaap,230,307.0279614,281.3922726,15.4191794,1.0
LIN_0475,ABpraapaaa,ILsoDR,hyp3,ABpraapaaa|ILsoDR|hyp3,305,243.2372684,280.4860987,15.91162179,1.0
LIN_0476,ABpraapaap,URBR,AMshR,ABpraapaap|URBR|AMshR,295,273.2215261,283.3816138,15.71342791,1.0
LIN_0477,ABpraapap,ABpraapapa,ABpraapapp,ABpraapap|ABpraapapa|ABpraapapp,230,342.6860791,281.2171291,15.46727931,1.0
LIN_0478,ABpraapapa,AWAR,ASGR,ABpraapapa|AWAR|ASGR,310,291.894195,286.6171346,15.84442331,1.0
LIN_0479,ABpraapapp,AIBR,ABpraapappp,ABpraapapp|AIBR|ABpraapappp,295,315.9045692,286.6775614,15.76923006,1.0
LIN_0480,ABpraapappp,ABpraapapppp,ASIR,ABpraapappp|ABpraapapppp|ASIR,395,265.0972222,305.625,16.12638889,1.0
LIN_0481,ABpraappa,hyp6,hyp4,ABpraappa|hyp6|hyp4,230,360.637428,282.5258074,15.16749662,1.0
LIN_0482,ABpraappp,hyp7,hyp7,ABpraappp|hyp7|hyp7,223,398.5198884,279.9459938,15.0986842,1.0
LIN_0483,ABprapaaa,ABprapaaaa,ABprapaaap,ABprapaaa|ABprapaaaa|ABprapaaap,225,377.8690712,280.8660847,15.53964715,1.0
LIN_0484,ABprapaaaa,ABprapaaaaa,ABprapaaaap,ABprapaaaa|ABprapaaaaa|ABprapaaaap,310,361.9944419,281.0437967,15.33521981,1.0
LIN_0485,ABprapaaaap,ADAR,ADER,ABprapaaaap|ADAR|ADER,425,348.9450758,232.2619048,7.124107143,1.0
LIN_0486,ABprapaaap,ABprapaaapa,RMGR,ABprapaaap|ABprapaaapa|RMGR,305,385.1743825,278.6362604,15.3236005,1.0
LIN_0487,ABprapaaapa,AIZR,FLPR,ABprapaaapa|AIZR|FLPR,425,371.1357857,278.6988824,14.13715066,1.0
LIN_0488,ABprapaap,W,P2,ABprapaap|W|P2,225,415.9529964,280.1334727,15.57392016,1.0
LIN_0489,ABprapapa,P10,ABprapapaa,ABprapapa|P10|ABprapapaa,223,451.1415924,278.2518896,15.33475914,1.0
LIN_0490,ABprapapaa,QR,V5R,ABprapapaa|QR|V5R,730,473.3776138,274.7381426,15.42122138,1.0
LIN_0491,ABprapapp,P12,ABprapappp,ABprapapp|P12|ABprapappp,223,484.1804159,272.1804095,15.25043192,1.0
LIN_0492,ABprapappp,ABprapapppa,ABprapapppp,ABprapappp|ABprapapppa|ABprapapppp,300,514.6906251,266.2558569,15.15000404,1.0
LIN_0493,ABprapapppp,ABprapappppa,ABprapappppp,ABprapapppp|ABprapappppa|ABprapappppp,395,597.9280241,259.9938424,14.74437603,1.0
LIN_0494,ABprapappppa,ALNR,PLMR,ABprapappppa|ALNR|PLMR,475,0.0,0.0,0.0,1.0
LIN_0495,ABprappaa,P6,P4,ABprappaa|P6|P4,223,434.227504,278.8111996,14.96772979,1.0
LIN_0496,ABprappap,P8,V3R,ABprappap|P8|V3R,223,467.5914143,274.8727195,14.99446652,1.0
LIN_0497,ABprapppa,ABprapppap,ABprapppaa,ABprapppa|ABprapppap|ABprapppaa,230,480.8926754,271.9725299,14.98856846,1.0
LIN_0498,ABprapppaa,PVQR,ABprapppaap,ABprapppaa|PVQR|ABprapppaap,315,468.4833209,269.9279042,15.46408902,1.0
LIN_0499,ABprapppap,ABprapppapa,ABprapppapp,ABprapppap|ABprapppapa|ABprapppapp,290,485.7140251,266.3896097,15.43304144,1.0
LIN_0500,ABprapppapp,PHBR,HSNR,ABprapppapp|PHBR|HSNR,405,557.9912281,230.5593395,17.63152735,1.0
LIN_0501,ABprapppp,TR,hyp7,ABprapppp|TR|hyp7,230,497.8034679,266.0082524,14.98859792,1.0
LIN_0502,ABprpaaaa,ABprpaaaap,ABprpaaaaa,ABprpaaaa|ABprpaaaap|ABprpaaaaa,225,302.8710254,275.9643862,14.7565111,1.0
LIN_0503,ABprpaaaaa,AWCR,SAAVR,ABprpaaaaa|AWCR|SAAVR,297,277.5405497,277.4615607,14.81865611,1.0
LIN_0504,ABprpaaaap,DB3,G1,ABprpaaaap|DB3|G1,293,303.3365917,280.6642845,14.77844756,1.0
LIN_0505,ABprpaaap,ABprpaaapp,ABprpaaapa,ABprpaaap|ABprpaaapp|ABprpaaapa,225,336.4804204,279.6651176,14.82661463,1.0
LIN_0506,ABprpaaapa,URAVR,CEPshVR,ABprpaaapa|URAVR|CEPshVR,310,308.2220739,282.2228175,15.04016088,1.0
LIN_0507,ABprpaaapp,URYVR,ABprpaaappa,ABprpaaapp|URYVR|ABprpaaappa,295,331.0380826,282.889621,14.92352025,1.0
LIN_0508,ABprpaaappa,ABprpaaappap,OLQVR,ABprpaaappa|ABprpaaappap|OLQVR,408,316.4833334,375.975,9.76,1.0
LIN_0509,ABprpaapa,ABprpaapaa,ABprpaapap,ABprpaapa|ABprpaapaa|ABprpaapap,225,337.6082591,280.8334531,14.88907469,1.0
LIN_0510,ABprpaapaa,AVBR,RIVR,ABprpaapaa|AVBR|RIVR,300,288.5794896,284.2458635,15.0107826,1.0
LIN_0511,ABprpaapap,AMsoR,CEMVR,ABprpaapap|AMsoR|CEMVR,303,312.9236718,288.1156801,15.15493424,1.0
LIN_0512,ABprpaapp,ABprpaappp,ABprpaappa,ABprpaapp|ABprpaappp|ABprpaappa,220,371.3023563,280.6973776,14.87553621,1.0
LIN_0513,ABprpaappa,RIBR,ASHR,ABprpaappa|RIBR|ASHR,300,334.0230949,286.61401,15.13622495,1.0
LIN_0514,ABprpaappp,AIMR,ABprpaapppp,ABprpaappp|AIMR|ABprpaapppp,295,354.6647095,287.0399003,15.05825014,1.0
LIN_0515,ABprpaapppp,CEPVR,ABprpaappppp,ABprpaapppp|CEPVR|ABprpaappppp,408,322.3378378,394.8648649,11.32387387,1.0
LIN_0516,ABprpapaa,ABprpapaap,ABprpapaaa,ABprpapaa|ABprpapaap|ABprpapaaa,225,353.2380534,270.8754052,14.56050061,1.0
LIN_0517,ABprpapaaa,SMDDR,AIYR,ABprpapaaa|SMDDR|AIYR,305,334.1566465,272.7257586,14.36325578,1.0
LIN_0518,ABprpapaap,SIBVR,SIADR,ABprpapaap|SIBVR|SIADR,300,358.8336193,274.3515315,14.40279528,1.0
LIN_0519,ABprpapap,ABprpapapa,ABprpapapp,ABprpapap|ABprpapapa|ABprpapapp,220,374.3496029,268.7215373,14.57011324,1.0
LIN_0520,ABprpapapa,AVKR,exc gl R,ABprpapapa|AVKR|exc gl R,290,369.9751442,269.729017,14.31279451,1.0
LIN_0521,ABprpapapp,SIAVR,DA8,ABprpapapp|SIAVR|DA8,297,396.4181472,267.7891896,14.31535444,1.0
LIN_0522,ABprpappa,ABprpappap,ABprpappaa,ABprpappa|ABprpappap|ABprpappaa,220,381.6623098,264.3971689,14.44648448,1.0
LIN_0523,ABprpappaa,RIH,AVL,ABprpappaa|RIH|AVL,290,347.3847188,261.6034751,14.34993961,1.0
LIN_0524,ABprpappap,DB4,RIS,ABprpappap|DB4|RIS,290,375.8772636,257.8500229,14.31485597,1.0
LIN_0525,ABprpappp,ABprpapppp,ABprpapppa,ABprpappp|ABprpapppp|ABprpapppa,225,413.3059655,264.3375724,14.61296355,1.0
LIN_0526,ABprpapppa,AVG,RIR,ABprpapppa|AVG|RIR,295,402.5929473,259.7039206,14.14763708,1.0
LIN_0527,ABprpapppp,virR,virL,ABprpapppp|virR|virL,290,434.17227,255.7487614,14.30352931,1.0
LIN_0528,ABprppaaa,ABprppaaaa,ABprppaaap,ABprppaaa|ABprppaaaa|ABprppaaap,230,372.1946378,275.8947446,14.80935252,1.0
LIN_0529,ABprppaaaa,SIBDR,ABprppaaaap,ABprppaaaa|SIBDR|ABprppaaaap,297,339.4342798,277.0681966,14.93202046,1.0
LIN_0530,ABprppaap,ABprppaapa,ABprppaapp,ABprppaap|ABprppaapa|ABprppaapp,235,400.4299846,273.7843397,14.72933414,1.0
LIN_0531,ABprppaapa,RIMR,ABprppaapaa,ABprppaapa|RIMR|ABprppaapaa,315,383.4055973,273.556619,14.81644559,1.0
LIN_0532,ABprppaapp,AIAR,DB7,ABprppaapp|AIAR|DB7,305,409.5426892,271.325078,14.79060649,1.0
LIN_0533,ABprppapa,ABprppapap,ABprppapaa,ABprppapa|ABprppapap|ABprppapaa,230,413.37526,274.7422186,14.76283623,1.0
LIN_0534,ABprppapaa,ABprppapaaa,DA1,ABprppapaa|ABprppapaaa|DA1,295,375.7988731,277.7465502,15.04909502,1.0
LIN_0535,ABprppapaaa,SABVR,RIFR,ABprppapaaa|SABVR|RIFR,415,420.48406,302.7939522,15.31017346,1.0
LIN_0536,ABprppapap,DA5,DA3,ABprppapap|DA5|DA3,315,403.656475,277.305592,14.9916778,1.0
LIN_0537,ABprppapp,ABprppappa,ABprppappp,ABprppapp|ABprppappa|ABprppappp,230,443.1717618,273.2792479,14.88879144,1.0
LIN_0538,ABprppappa,RIGR,DD2,ABprppappa|RIGR|DD2,307,422.3986231,276.7513651,14.90786058,1.0
LIN_0539,ABprppappp,DD6,DD4,ABprppappp|DD6|DD4,320,449.8560222,275.6275194,15.03099619,1.0
LIN_0540,ABprpppaa,ABprpppaap,ABprpppaaa,ABprpppaa|ABprpppaap|ABprpppaaa,228,450.7320572,272.749081,14.81723516,1.0
LIN_0541,ABprpppaaa,DA7,PDA,ABprpppaaa|DA7|PDA,293,434.774938,271.6485352,14.96006377,1.0
LIN_0542,ABprpppaap,PHAR,ABprpppaapa,ABprpppaap|PHAR|ABprpppaapa,290,463.4692484,268.8902714,15.06046356,1.0
LIN_0543,ABprpppap,ABprpppapa,ABprpppapp,ABprpppap|ABprpppapa|ABprpppapp,228,478.5368259,268.1938882,14.82937727,1.0
LIN_0544,ABprpppapa,hyp9,PHshR,ABprpppapa|hyp9|PHshR,275,475.7599371,263.9555497,15.05218125,1.0
LIN_0545,ABprppppa,ABprppppaa,ABprppppap,ABprppppa|ABprppppaa|ABprppppap,225,442.1181402,266.0818458,14.77224286,1.0
LIN_0546,ABprppppaa,rect VR,PVPR,ABprppppaa|rect VR|PVPR,293,421.8626848,266.0564249,14.71231376,1.0
LIN_0547,ABprppppaa,rect VR,PVPR,ABprppppaa|rect VR|PVPR,293,410.7893615,264.8298404,15.65695775,1.0
LIN_0548,ABprppppap,B,DVA,ABprppppap|B|DVA,280,444.7821692,265.7089779,14.75143486,1.0
LIN_0549,ABprppppap,B,DVA,ABprppppap|B|DVA,280,440.6901408,251.584507,16.65267606,1.0
LIN_0550,ABprppppp,ABprpppppa,ABprpppppp,ABprppppp|ABprpppppa|ABprpppppp,225,464.1620802,260.9186014,14.88892154,1.0
LIN_0551,ABprpppppa,mu sph,mu bod,ABprpppppa|mu sph|mu bod,293,455.5196272,257.8878095,14.71048991,1.0
LIN_0552,ABprpppppa,mu sph,mu bod,ABprpppppa|mu sph|mu bod,293,449.2986627,253.5200594,16.71396731,1.0
LIN_0553,ABprpppppp,hyp10,tail spike,ABprpppppp|hyp10|tail spike,293,479.2724521,254.3967674,14.83664078,1.0
LIN_0554,Capaaa,mu bod,mu bod,Capaaa|mu bod|mu bod,322,406.5180164,238.4653414,14.93608925,1.0
LIN_0555,Capaap,mu bod,mu bod,Capaap|mu bod|mu bod,330,423.4762383,247.0627084,14.73701585,1.0
LIN_0556,Capapa,mu bod,mu bod,Capapa|mu bod|mu bod,325,440.4697373,240.9489885,14.8891685,1.0
LIN_0557,Capapp,mu bod,mu bod,Capapp|mu bod|mu bod,330,455.3003499,245.7268207,14.70767446,1.0
LIN_0558,Cappaa,mu bod,mu bod,Cappaa|mu bod|mu bod,310,442.1926999,240.0742158,14.9564149,1.0
LIN_0559,Cappap,mu bod,mu bod,Cappap|mu bod|mu bod,322,461.7716345,241.1318,14.83170089,1.0
LIN_0560,Capppa,mu bod,mu bod,Capppa|mu bod|mu bod,322,482.4376589,241.6205799,15.08269165,1.0
LIN_0561,Capppp,mu bod,mu bod,Capppp|mu bod|mu bod,330,479.4749927,247.8481163,14.65821312,1.0
LIN_0562,Cppaaa,mu bod,mu bod,Cppaaa|mu bod|mu bod,322,424.4039866,264.6075916,14.8188005,1.0
LIN_0563,Cppaap,mu bod,mu bod,Cppaap|mu bod|mu bod,330,443.3877492,259.485368,14.73790423,1.0
LIN_0564,Cppapa,mu bod,mu bod,Cppapa|mu bod|mu bod,325,443.9930558,261.7846985,14.86133069,1.0
LIN_0565,Cppapp,mu bod,mu bod,Cppapp|mu bod|mu bod,330,460.3860799,254.5277788,14.62135195,1.0
LIN_0566,Cpppaa,mu bod,mu bod,Cpppaa|mu bod|mu bod,310,451.2142369,265.7121987,15.21766898,1.0
LIN_0567,Cpppap,mu bod,mu bod,Cpppap|mu bod|mu bod,322,475.8712329,263.2379428,14.97653586,1.0
LIN_0568,Cppppa,mu bod,mu bod,Cppppa|mu bod|mu bod,322,490.4930759,261.2426913,14.948061,1.0
LIN_0569,Cppppp,mu bod,mu bod,Cppppp|mu bod|mu bod,330,491.3995387,253.3597554,14.80670061,1.0
LIN_0570,Dappa,mu bod,mu bod,Dappa|mu bod|mu bod,340,408.9923808,236.0964413,15.42467431,1.0
LIN_0571,Dappp,mu bod,mu bod,Dappp|mu bod|mu bod,360,443.845113,233.9233334,14.93051115,1.0
LIN_0572,Dpppa,mu bod,mu bod,Dpppa|mu bod|mu bod,340,404.4281937,276.1415768,15.12234684,1.0
LIN_0573,Dpppp,mu bod,mu bod,Dpppp|mu bod|mu bod,360,446.3487174,271.2157985,14.41780531,1.0
LIN_0574,MSaaaaa,MSaaaaap,MSaaaaaa,MSaaaaa|MSaaaaap|MSaaaaaa,228,216.4393961,251.9198682,14.96679816,1.0
LIN_0575,MSaaaaaa,GLRDL,GLRDR,MSaaaaaa|GLRDL|GLRDR,350,199.1234724,253.7780781,15.11830085,1.0
LIN_0576,MSaaaaaa,GLRDL,GLRDR,MSaaaaaa|GLRDL|GLRDR,350,0.0,0.0,0.0,1.0
LIN_0577,MSaaaaap,m4DL,MSaaaaapa,MSaaaaap|m4DL|MSaaaaapa,280,222.0243439,252.0230987,15.24879616,1.0
LIN_0578,MSaaaaap,m4DL,MSaaaaapa,MSaaaaap|m4DL|MSaaaaapa,280,0.0,0.0,0.0,1.0
LIN_0579,MSaaaaapa,I3,g1P,MSaaaaapa|I3|g1P,350,163.7845238,255.5472222,15.97515873,1.0
LIN_0580,MSaaaap,MSaaaapp,MSaaaapa,MSaaaap|MSaaaapp|MSaaaapa,235,234.5325783,256.5939721,15.2206473,1.0
LIN_0581,MSaaaapa,I4,m5DL,MSaaaapa|I4|m5DL,285,241.9816988,254.3332349,15.64814651,1.0
LIN_0582,MSaaaapa,I4,m5DL,MSaaaapa|I4|m5DL,285,243.1364421,250.1848014,13.9044905,1.0
LIN_0583,MSaaaapp,MSaaaappa,m7D,MSaaaapp|MSaaaappa|m7D,300,270.0388434,252.1202626,15.34984024,1.0
LIN_0584,MSaaaapp,MSaaaappa,m7D,MSaaaapp|MSaaaappa|m7D,300,0.0,0.0,0.0,1.0
LIN_0585,MSaaapa,MSaaapaa,MSaaapap,MSaaapa|MSaaapaa|MSaaapap,240,267.960135,250.0771765,14.84283058,1.0
LIN_0586,MSaaapaa,m4L,m3DL,MSaaapaa|m4L|m3DL,285,254.7324913,248.624127,15.03874797,1.0
LIN_0587,MSaaapaa,m4L,m3DL,MSaaapaa|m4L|m3DL,285,254.6122779,250.361874,14.55605816,1.0
LIN_0588,MSaaapap,mc3DL,m8,MSaaapap|mc3DL|m8,300,280.5681154,250.5226246,14.84189768,1.0
LIN_0589,MSaaapap,mc3DL,m8,MSaaapap|mc3DL|m8,300,282.9209677,252.8112903,14.17951613,1.0
LIN_0590,MSaaapp,MSaaappa,vpi3D,MSaaapp|MSaaappa|vpi3D,280,297.670135,250.8364963,14.79427247,1.0
LIN_0591,MSaapaa,MSaapaaa,MSaapaap,MSaapaa|MSaapaaa|MSaapaap,235,305.8444621,242.0725484,14.54770154,1.0
LIN_0592,MSaapaaa,m5VL,m4VL,MSaapaaa|m5VL|m4VL,280,297.1480071,242.5485675,14.54476832,1.0
LIN_0593,MSaapaaa,m5VL,m4VL,MSaapaaa|m5VL|m4VL,280,297.949464,252.5543645,15.37411945,1.0
LIN_0594,MSaapaap,MSaapaapa,m7VL,MSaapaap|MSaapaapa|m7VL,275,319.1871651,245.8825563,14.60729892,1.0
LIN_0595,MSaapaap,MSaapaapa,m7VL,MSaapaap|MSaapaapa|m7VL,275,319.9800613,250.9662577,14.72407975,1.0
LIN_0596,MSaapaapa,g1AL,MSaapaapap,MSaapaapa|g1AL|MSaapaapap,380,311.832094,229.6678205,14.94918804,1.0
LIN_0597,MSaapap,MSaapapa,MSaapapp,MSaapap|MSaapapa|MSaapapp,240,342.6631581,243.1329686,14.41691364,1.0
LIN_0598,MSaapapa,g2L,MSaapapap,MSaapapa|g2L|MSaapapap,350,322.4255404,245.1281447,14.51634126,1.0
LIN_0599,MSaapapp,m6VL,vpi2DL,MSaapapp|m6VL|vpi2DL,290,353.0257,243.6000433,14.54188446,1.0
LIN_0600,MSaappa,vpi2V,vpi3V,MSaappa|vpi2V|vpi3V,290,361.2053666,244.3636205,14.2519709,1.0
