motif_id,adult_A,adult_B,adult_C,embryo_A_wormbase_raw,embryo_B_wormbase_raw,embryo_C_wormbase_raw,embryo_A_sulston,embryo_B_sulston,embryo_C_sulston,synapses_A_to_B,synapses_A_to_C,synapses_B_to_C,total_synapses,hyperedge_weight_w_e,neurotransmitter_A,all_embryo_mapped
FFL_1902,CEPDR,OLQDR,RMDDL,AB arpapaappa,AB alapppapaa,AB alpapapaa,ABarpapaappa,ABalapppapaa,ABalpapapaa,5.0,1.0,3.0,9.0,2.302585,exc,True
FFL_1903,CEPDR,OLQDR,RMHR,AB arpapaappa,AB alapppapaa,G1.r,ABarpapaappa,ABalapppapaa,G1.r,5.0,1.0,1.0,7.0,2.079442,exc,True
FFL_1904,CEPDR,RIBR,AVEL,AB arpapaappa,AB prpaappap,AB alpppaaaa,ABarpapaappa,ABprpaappap,ABalpppaaaa,1.0,6.0,3.0,10.0,2.397895,exc,True
FFL_1905,CEPDR,RICR,SMBDR,AB arpapaappa,AB prppaaaapp,AB arappapapp,ABarpapaappa,ABprppaaaapp,ABarappapapp,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_1906,CEPDR,RIS,AVEL,AB arpapaappa,AB prpappapa,AB alpppaaaa,ABarpapaappa,ABprpappapa,ABalpppaaaa,1.0,6.0,7.0,14.0,2.70805,exc,True
FFL_1907,CEPDR,RIS,OLLR,AB arpapaappa,AB prpappapa,AB praaapapaa,ABarpapaappa,ABprpappapa,ABpraaapapaa,1.0,8.0,1.0,10.0,2.397895,exc,True
FFL_1908,CEPDR,RIS,RIBR,AB arpapaappa,AB prpappapa,AB prpaappap,ABarpapaappa,ABprpappapa,ABprpaappap,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_1909,CEPDR,RIS,RMDDL,AB arpapaappa,AB prpappapa,AB alpapapaa,ABarpapaappa,ABprpappapa,ABalpapapaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1910,CEPDR,RMDDL,RMDVR,AB arpapaappa,AB alpapapaa,AB arapppaaa,ABarpapaappa,ABalpapapaa,ABarapppaaa,1.0,2.0,7.0,10.0,2.397895,exc,True
FFL_1911,CEPDR,RMDVR,RMDDL,AB arpapaappa,AB arapppaaa,AB alpapapaa,ABarpapaappa,ABarapppaaa,ABalpapapaa,2.0,1.0,4.0,7.0,2.079442,exc,True
FFL_1912,CEPDR,RMGR,RMDVR,AB arpapaappa,AB prapaaapp,AB arapppaaa,ABarpapaappa,ABprapaaapp,ABarapppaaa,1.0,2.0,5.0,8.0,2.197225,exc,True
FFL_1913,CEPDR,URADR,IL1DR,AB arpapaappa,AB arpapaaaa,AB alappppaaa,ABarpapaappa,ABarpapaaaa,ABalappppaaa,1.0,5.0,1.0,7.0,2.079442,exc,True
FFL_1914,CEPDR,URADR,RMDVR,AB arpapaappa,AB arpapaaaa,AB arapppaaa,ABarpapaappa,ABarpapaaaa,ABarapppaaa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_1915,CEPDR,URADR,URYDR,AB arpapaappa,AB arpapaaaa,AB alapppapp,ABarpapaappa,ABarpapaaaa,ABalapppapp,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1916,CEPDR,URBR,IL1R,AB arpapaappa,AB praapaapa,AB alaappppaa,ABarpapaappa,ABpraapaapa,ABalaappppaa,2.0,1.0,3.0,6.0,1.94591,exc,True
FFL_1917,CEPDR,URBR,RICR,AB arpapaappa,AB praapaapa,AB prppaaaapp,ABarpapaappa,ABpraapaapa,ABprppaaaapp,2.0,3.0,1.0,6.0,1.94591,exc,True
FFL_1918,CEPDR,URYDR,AVEL,AB arpapaappa,AB alapppapp,AB alpppaaaa,ABarpapaappa,ABalapppapp,ABalpppaaaa,1.0,6.0,2.0,9.0,2.302585,exc,True
FFL_1919,CEPDR,URYDR,RIBR,AB arpapaappa,AB alapppapp,AB prpaappap,ABarpapaappa,ABalapppapp,ABprpaappap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1920,CEPDR,URYDR,RMDDL,AB arpapaappa,AB alapppapp,AB alpapapaa,ABarpapaappa,ABalapppapp,ABalpapapaa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_1921,CEPDR,URYDR,RMDVR,AB arpapaappa,AB alapppapp,AB arapppaaa,ABarpapaappa,ABalapppapp,ABarapppaaa,1.0,2.0,5.0,8.0,2.197225,exc,True
FFL_1922,CEPVL,ADLL,OLQVL,AB plpaappppa,AB alppppaad,AB plpaaappaa,ABplpaappppa,ABalppppaa,ABplpaaappaa,1.0,6.0,1.0,8.0,2.197225,exc,True
FFL_1923,CEPVL,ADLL,RIPL,AB plpaappppa,AB alppppaad,AB alpapaaaa,ABplpaappppa,ABalppppaa,ABalpapaaaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1924,CEPVL,IL1VL,RIPL,AB plpaappppa,AB alppapppaa,AB alpapaaaa,ABplpaappppa,ABalppapppaa,ABalpapaaaa,2.0,1.0,4.0,7.0,2.079442,exc,True
FFL_1925,CEPVL,IL1VL,RMDDL,AB plpaappppa,AB alppapppaa,AB alpapapaa,ABplpaappppa,ABalppapppaa,ABalpapapaa,2.0,4.0,5.0,11.0,2.484907,exc,True
FFL_1926,CEPVL,OLLL,AVER,AB plpaappppa,AB alppppapaa,AB praaaaaaa,ABplpaappppa,ABalppppapaa,ABpraaaaaaa,4.0,3.0,21.0,28.0,3.367296,exc,True
FFL_1927,CEPVL,OLLL,IL1VL,AB plpaappppa,AB alppppapaa,AB alppapppaa,ABplpaappppa,ABalppppapaa,ABalppapppaa,4.0,2.0,2.0,8.0,2.197225,exc,True
FFL_1928,CEPVL,OLLL,RMDDL,AB plpaappppa,AB alppppapaa,AB alpapapaa,ABplpaappppa,ABalppppapaa,ABalpapapaa,4.0,4.0,7.0,15.0,2.772589,exc,True
FFL_1929,CEPVL,OLQVL,IL1VL,AB plpaappppa,AB plpaaappaa,AB alppapppaa,ABplpaappppa,ABplpaaappaa,ABalppapppaa,6.0,2.0,1.0,9.0,2.302585,exc,True
FFL_1930,CEPVL,OLQVL,RICL,AB plpaappppa,AB plpaaappaa,AB plppaaaapp,ABplpaappppa,ABplpaaappaa,ABplppaaaapp,6.0,7.0,1.0,14.0,2.70805,exc,True
FFL_1931,CEPVL,OLQVL,RIPL,AB plpaappppa,AB plpaaappaa,AB alpapaaaa,ABplpaappppa,ABplpaaappaa,ABalpapaaaa,6.0,1.0,1.0,8.0,2.197225,exc,True
FFL_1932,CEPVL,URAVL,RIPL,AB plpaappppa,AB plpaaapaa,AB alpapaaaa,ABplpaappppa,ABplpaaapaa,ABalpapaaaa,2.0,1.0,3.0,6.0,1.94591,exc,True
FFL_1933,CEPVR,IL1VR,IL2VR,AB prpaappppa,AB arapppppaa,AB arapppppp,ABprpaappppa,ABarapppppaa,ABarapppppp,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_1934,CEPVR,IL1VR,RIPR,AB prpaappppa,AB arapppppaa,AB arappaaaa,ABprpaappppa,ABarapppppaa,ABarappaaaa,1.0,1.0,6.0,8.0,2.197225,exc,True
FFL_1935,CEPVR,IL1VR,RMDDR,AB prpaappppa,AB arapppppaa,AB arappapaa,ABprpaappppa,ABarapppppaa,ABarappapaa,1.0,2.0,10.0,13.0,2.639057,exc,True
FFL_1936,CEPVR,IL2VR,IL1VR,AB prpaappppa,AB arapppppp,AB arapppppaa,ABprpaappppa,ABarapppppp,ABarapppppaa,2.0,1.0,6.0,9.0,2.302585,exc,True
FFL_1937,CEPVR,IL2VR,OLQVR,AB prpaappppa,AB arapppppp,AB prpaaappaa,ABprpaappppa,ABarapppppp,ABprpaaappaa,2.0,3.0,1.0,6.0,1.94591,exc,True
FFL_1938,CEPVR,IL2VR,RIPR,AB prpaappppa,AB arapppppp,AB arappaaaa,ABprpaappppa,ABarapppppp,ABarappaaaa,2.0,1.0,15.0,18.0,2.944439,exc,True
FFL_1939,CEPVR,IL2VR,URAVR,AB prpaappppa,AB arapppppp,AB prpaaapaa,ABprpaappppa,ABarapppppp,ABprpaaapaa,2.0,1.0,4.0,7.0,2.079442,exc,True
FFL_1940,CEPVR,OLLR,AVEL,AB prpaappppa,AB praaapapaa,AB alpppaaaa,ABprpaappppa,ABpraaapapaa,ABalpppaaaa,7.0,5.0,16.0,28.0,3.367296,exc,True
FFL_1941,CEPVR,OLLR,IL1VR,AB prpaappppa,AB praaapapaa,AB arapppppaa,ABprpaappppa,ABpraaapapaa,ABarapppppaa,7.0,1.0,1.0,9.0,2.302585,exc,True
FFL_1942,CEPVR,OLLR,RMDDR,AB prpaappppa,AB praaapapaa,AB arappapaa,ABprpaappppa,ABpraaapapaa,ABarappapaa,7.0,2.0,10.0,19.0,2.995732,exc,True
FFL_1943,CEPVR,OLQVR,IL1VR,AB prpaappppa,AB prpaaappaa,AB arapppppaa,ABprpaappppa,ABprpaaappaa,ABarapppppaa,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_1944,CEPVR,OLQVR,RICR,AB prpaappppa,AB prpaaappaa,AB prppaaaapp,ABprpaappppa,ABprpaaappaa,ABprppaaaapp,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_1945,CEPVR,OLQVR,RIPR,AB prpaappppa,AB prpaaappaa,AB arappaaaa,ABprpaappppa,ABprpaaappaa,ABarappaaaa,3.0,1.0,2.0,6.0,1.94591,exc,True
FFL_1946,CEPVR,RIVL,SIAVR,AB prpaappppa,AB plpaapaaa,AB prpapappa,ABprpaappppa,ABplpaapaaa,ABprpapappa,1.0,2.0,2.0,5.0,1.791759,exc,True
FFL_1947,CEPVR,URAVR,RIPR,AB prpaappppa,AB prpaaapaa,AB arappaaaa,ABprpaappppa,ABprpaaapaa,ABarappaaaa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_1948,DA1,DD1,VD2,AB prppapaap,AB plppappap,P1.app,ABprppapaap,ABplppappap,P1app,4.0,1.0,1.0,6.0,1.94591,exc,True
FFL_1949,DA1,VD1,DD1,AB prppapaap,W.pp,AB plppappap,ABprppapaap,W.pp,ABplppappap,17.0,4.0,1.0,22.0,3.135494,exc,True
FFL_1950,DA1,VD2,DD1,AB prppapaap,P1.app,AB plppappap,ABprppapaap,P1app,ABplppappap,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_1951,DA2,DD1,VD2,AB plppapapa,AB plppappap,P1.app,ABplppapapa,ABplppappap,P1app,1.0,11.0,1.0,13.0,2.639057,exc,True
FFL_1952,DA2,VD1,DD1,AB plppapapa,W.pp,AB plppappap,ABplppapapa,W.pp,ABplppappap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_1953,DA2,VD2,DD1,AB plppapapa,P1.app,AB plppappap,ABplppapapa,P1app,ABplppappap,11.0,1.0,1.0,13.0,2.639057,exc,True
FFL_1954,DA3,AS4,VD4,AB prppapapa,P4.apa,P3.app,ABprppapapa,P4apa,P3app,1.0,6.0,11.0,18.0,2.944439,exc,True
FFL_1955,DA3,DA4,DB3,AB prppapapa,AB plppapapp,AB prpaaaapp,ABprppapapa,ABplppapapp,ABprpaaaapp,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_1956,DA3,DA4,DD2,AB prppapapa,AB plppapapp,AB prppappap,ABprppapapa,ABplppapapp,ABprppappap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_1957,DA3,DA4,VD4,AB prppapapa,AB plppapapp,P3.app,ABprppapapa,ABplppapapp,P3app,2.0,6.0,12.0,20.0,3.044522,exc,True
FFL_1958,DA3,DB3,AS4,AB prppapapa,AB prpaaaapp,P4.apa,ABprppapapa,ABprpaaaapp,P4apa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1959,DA3,DB3,DD2,AB prppapapa,AB prpaaaapp,AB prppappap,ABprppapapa,ABprpaaaapp,ABprppappap,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_1960,DA3,DB3,VD4,AB prppapapa,AB prpaaaapp,P3.app,ABprppapapa,ABprpaaaapp,P3app,1.0,6.0,9.0,16.0,2.833213,exc,True
FFL_1961,DA3,DD2,VD3,AB prppapapa,AB prppappap,P2.app,ABprppapapa,ABprppappap,P2app,1.0,25.0,1.0,27.0,3.332205,exc,True
FFL_1962,DA3,DD2,VD4,AB prppapapa,AB prppappap,P3.app,ABprppapapa,ABprppappap,P3app,1.0,6.0,1.0,8.0,2.197225,exc,True
FFL_1963,DA4,DA3,DB3,AB plppapapp,AB prppapapa,AB prpaaaapp,ABplppapapp,ABprppapapa,ABprpaaaapp,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1964,DA4,DA3,DD2,AB plppapapp,AB prppapapa,AB prppappap,ABplppapapp,ABprppapapa,ABprppappap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1965,DA4,DA3,VD4,AB plppapapp,AB prppapapa,P3.app,ABplppapapp,ABprppapapa,P3app,1.0,12.0,6.0,19.0,2.995732,exc,True
FFL_1966,DA4,DB3,DD2,AB plppapapp,AB prpaaaapp,AB prppappap,ABplppapapp,ABprpaaaapp,ABprppappap,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_1967,DA4,DB3,VD4,AB plppapapp,AB prpaaaapp,P3.app,ABplppapapp,ABprpaaaapp,P3app,1.0,12.0,9.0,22.0,3.135494,exc,True
FFL_1968,DA4,DB3,VD5,AB plppapapp,AB prpaaaapp,P4.app,ABplppapapp,ABprpaaaapp,P4app,1.0,15.0,26.0,42.0,3.7612,exc,True
FFL_1969,DA4,DD2,DA3,AB plppapapp,AB prppappap,AB prppapapa,ABplppapapp,ABprppappap,ABprppapapa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1970,DA4,DD2,VD4,AB plppapapp,AB prppappap,P3.app,ABplppapapp,ABprppappap,P3app,1.0,12.0,1.0,14.0,2.70805,exc,True
FFL_1971,DA5,DB4,VD6,AB prppapapp,AB prpappapp,P5.app,ABprppapapp,ABprpappapp,P5app,1.0,16.0,13.0,30.0,3.433987,exc,True
FFL_1972,DB1,AS1,VD1,AB plpaaaapp,P1.apa,W.pp,ABplpaaaapp,P1apa,W.pp,1.0,21.0,5.0,27.0,3.332205,exc,True
FFL_1973,DB1,AS2,DD1,AB plpaaaapp,P2.apa,AB plppappap,ABplpaaaapp,P2apa,ABplppappap,1.0,10.0,1.0,12.0,2.564949,exc,True
FFL_1974,DB1,AS2,VD2,AB plpaaaapp,P2.apa,P1.app,ABplpaaaapp,P2apa,P1app,1.0,15.0,10.0,26.0,3.295837,exc,True
FFL_1975,DB1,AS3,DD1,AB plpaaaapp,P3.apa,AB plppappap,ABplpaaaapp,P3apa,ABplppappap,1.0,10.0,1.0,12.0,2.564949,exc,True
FFL_1976,DB1,AS3,VD2,AB plpaaaapp,P3.apa,P1.app,ABplpaaaapp,P3apa,P1app,1.0,15.0,1.0,17.0,2.890372,exc,True
FFL_1977,DB1,AS3,VD3,AB plpaaaapp,P3.apa,P2.app,ABplpaaaapp,P3apa,P2app,1.0,1.0,15.0,17.0,2.890372,exc,True
FFL_1978,DB1,DD1,VD2,AB plpaaaapp,AB plppappap,P1.app,ABplpaaaapp,ABplppappap,P1app,10.0,15.0,1.0,26.0,3.295837,exc,True
FFL_1979,DB1,VD1,DD1,AB plpaaaapp,W.pp,AB plppappap,ABplpaaaapp,W.pp,ABplppappap,21.0,10.0,1.0,32.0,3.496508,exc,True
FFL_1980,DB1,VD2,DD1,AB plpaaaapp,P1.app,AB plppappap,ABplpaaaapp,P1app,ABplppappap,15.0,10.0,1.0,26.0,3.295837,exc,True
FFL_1981,DB2,DA3,DD2,AB arappappa,AB prppapapa,AB prppappap,ABarappappa,ABprppapapa,ABprppappap,5.0,2.0,1.0,8.0,2.197225,exc,True
FFL_1982,DB2,DA3,VD3,AB arappappa,AB prppapapa,P2.app,ABarappappa,ABprppapapa,P2app,5.0,23.0,25.0,53.0,3.988984,exc,True
FFL_1983,DB2,DA3,VD4,AB arappappa,AB prppapapa,P3.app,ABarappappa,ABprppapapa,P3app,5.0,14.0,6.0,25.0,3.258097,exc,True
FFL_1984,DB2,DD2,DA3,AB arappappa,AB prppappap,AB prppapapa,ABarappappa,ABprppappap,ABprppapapa,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_1985,DB2,DD2,VD3,AB arappappa,AB prppappap,P2.app,ABarappappa,ABprppappap,P2app,2.0,23.0,1.0,26.0,3.295837,exc,True
FFL_1986,DB2,DD2,VD4,AB arappappa,AB prppappap,P3.app,ABarappappa,ABprppappap,P3app,2.0,14.0,1.0,17.0,2.890372,exc,True
FFL_1987,DB3,AS4,AS5,AB prpaaaapp,P4.apa,P5.apa,ABprpaaaapp,P4apa,P5apa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_1988,DB3,AS4,VD4,AB prpaaaapp,P4.apa,P3.app,ABprpaaaapp,P4apa,P3app,1.0,9.0,11.0,21.0,3.091042,exc,True
FFL_1989,DB3,AS5,DD2,AB prpaaaapp,P5.apa,AB prppappap,ABprpaaaapp,P5apa,ABprppappap,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_1990,DB3,AS5,VD5,AB prpaaaapp,P5.apa,P4.app,ABprpaaaapp,P5apa,P4app,1.0,26.0,9.0,36.0,3.610918,exc,True
FFL_1991,DB3,DD2,VD4,AB prpaaaapp,AB prppappap,P3.app,ABprpaaaapp,ABprppappap,P3app,4.0,9.0,1.0,14.0,2.70805,exc,True
FFL_1992,DD1,DA2,VD2,AB plppappap,AB plppapapa,P1.app,ABplppappap,ABplppapapa,P1app,2.0,1.0,11.0,14.0,2.70805,inh,True
FFL_1993,DD2,DA3,VD3,AB prppappap,AB prppapapa,P2.app,ABprppappap,ABprppapapa,P2app,1.0,1.0,25.0,27.0,3.332205,inh,True
FFL_1994,DD2,DA3,VD4,AB prppappap,AB prppapapa,P3.app,ABprppappap,ABprppapapa,P3app,1.0,1.0,6.0,8.0,2.197225,inh,True
FFL_1995,DD5,VB8,VD9,AB plppapppp,P7.aaap,P8.app,ABplppapppp,P7aaap,P8app,1.0,1.0,10.0,12.0,2.564949,inh,True
FFL_1996,DVA,AIZL,AVER,AB prppppapp,AB plapaaapav,AB praaaaaaa,ABprppppapp,ABplapaaapa,ABpraaaaaaa,3.0,5.0,5.0,13.0,2.639057,inh,True
FFL_1997,DVA,AIZL,RIAL,AB prppppapp,AB plapaaapav,AB alapaapaa,ABprppppapp,ABplapaaapa,ABalapaapaa,3.0,1.0,8.0,12.0,2.564949,inh,True
FFL_1998,DVA,AIZL,SMBDL,AB prppppapp,AB plapaaapav,AB alpapapapp,ABprppppapp,ABplapaaapa,ABalpapapapp,3.0,3.0,9.0,15.0,2.772589,inh,True
FFL_1999,DVA,AIZL,SMBVL,AB prppppapp,AB plapaaapav,AB alpapappp,ABprppppapp,ABplapaaapa,ABalpapappp,3.0,3.0,7.0,13.0,2.639057,inh,True
FFL_2000,DVA,AQR,AVAL,AB prppppapp,QR.ap,AB alppaaapa,ABprppppapp,QR.ap,ABalppaaapa,4.0,3.0,1.0,8.0,2.197225,inh,True
FFL_2001,DVA,AQR,AVAR,AB prppppapp,QR.ap,AB alaappapa,ABprppppapp,QR.ap,ABalaappapa,4.0,1.0,3.0,8.0,2.197225,inh,True
FFL_2002,DVA,AQR,AVBL,AB prppppapp,QR.ap,AB plpaapaap,ABprppppapp,QR.ap,ABplpaapaap,4.0,1.0,3.0,8.0,2.197225,inh,True
FFL_2003,DVA,AQR,PVCR,AB prppppapp,QR.ap,AB prpppaapaa,ABprppppapp,QR.ap,ABprpppaapaa,4.0,1.0,2.0,7.0,2.079442,inh,True
FFL_2004,DVA,AQR,RIAL,AB prppppapp,QR.ap,AB alapaapaa,ABprppppapp,QR.ap,ABalapaapaa,4.0,1.0,3.0,8.0,2.197225,inh,True
FFL_2005,DVA,AQR,RIAR,AB prppppapp,QR.ap,AB alaapppaa,ABprppppapp,QR.ap,ABalaapppaa,4.0,1.0,1.0,6.0,1.94591,inh,True
FFL_2006,DVA,AUAL,AVAL,AB prppppapp,AB alpppppppp,AB alppaaapa,ABprppppapp,ABalpppppppp,ABalppaaapa,1.0,3.0,3.0,7.0,2.079442,inh,True
FFL_2007,DVA,AUAL,AVEL,AB prppppapp,AB alpppppppp,AB alpppaaaa,ABprppppapp,ABalpppppppp,ABalpppaaaa,1.0,9.0,3.0,13.0,2.639057,inh,True
FFL_2008,DVA,AUAL,RIAL,AB prppppapp,AB alpppppppp,AB alapaapaa,ABprppppapp,ABalpppppppp,ABalapaapaa,1.0,1.0,5.0,7.0,2.079442,inh,True
FFL_2009,DVA,AUAR,AVAR,AB prppppapp,AB praaappppp,AB alaappapa,ABprppppapp,ABpraaappppp,ABalaappapa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2010,DVA,AUAR,AVER,AB prppppapp,AB praaappppp,AB praaaaaaa,ABprppppapp,ABpraaappppp,ABpraaaaaaa,1.0,5.0,4.0,10.0,2.397895,inh,True
FFL_2011,DVA,AUAR,RIAR,AB prppppapp,AB praaappppp,AB alaapppaa,ABprppppapp,ABpraaappppp,ABalaapppaa,1.0,1.0,6.0,8.0,2.197225,inh,True
FFL_2012,DVA,AVAL,AVAR,AB prppppapp,AB alppaaapa,AB alaappapa,ABprppppapp,ABalppaaapa,ABalaappapa,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_2013,DVA,AVAL,DB5,AB prppppapp,AB alppaaapa,AB plpapappp,ABprppppapp,ABalppaaapa,ABplpapappp,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_2014,DVA,AVAL,DB6,AB prppppapp,AB alppaaapa,AB plppaappp,ABprppppapp,ABalppaaapa,ABplppaappp,3.0,2.0,1.0,6.0,1.94591,inh,True
FFL_2015,DVA,AVAL,PVCL,AB prppppapp,AB alppaaapa,AB plpppaapaa,ABprppppapp,ABalppaaapa,ABplpppaapaa,3.0,3.0,10.0,16.0,2.833213,inh,True
FFL_2016,DVA,AVAL,PVCR,AB prppppapp,AB alppaaapa,AB prpppaapaa,ABprppppapp,ABalppaaapa,ABprpppaapaa,3.0,1.0,6.0,10.0,2.397895,inh,True
FFL_2017,DVA,AVAL,VA12,AB prppppapp,AB alppaaapa,P12.aaaa,ABprppppapp,ABalppaaapa,P12aaaa,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_2018,DVA,AVAL,VA2,AB prppppapp,AB alppaaapa,P2.aaaa,ABprppppapp,ABalppaaapa,P2aaaa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2019,DVA,AVAR,AVAL,AB prppppapp,AB alaappapa,AB alppaaapa,ABprppppapp,ABalaappapa,ABalppaaapa,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2020,DVA,AVAR,AVBL,AB prppppapp,AB alaappapa,AB plpaapaap,ABprppppapp,ABalaappapa,ABplpaapaap,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2021,DVA,AVAR,AVEL,AB prppppapp,AB alaappapa,AB alpppaaaa,ABprppppapp,ABalaappapa,ABalpppaaaa,1.0,9.0,2.0,12.0,2.564949,inh,True
FFL_2022,DVA,AVAR,AVER,AB prppppapp,AB alaappapa,AB praaaaaaa,ABprppppapp,ABalaappapa,ABpraaaaaaa,1.0,5.0,2.0,8.0,2.197225,inh,True
FFL_2023,DVA,AVAR,DB3,AB prppppapp,AB alaappapa,AB prpaaaapp,ABprppppapp,ABalaappapa,ABprpaaaapp,1.0,2.0,1.0,4.0,1.609438,inh,True
FFL_2024,DVA,AVAR,DB5,AB prppppapp,AB alaappapa,AB plpapappp,ABprppppapp,ABalaappapa,ABplpapappp,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2025,DVA,AVAR,DB6,AB prppppapp,AB alaappapa,AB plppaappp,ABprppppapp,ABalaappapa,ABplppaappp,1.0,2.0,5.0,8.0,2.197225,inh,True
FFL_2026,DVA,AVAR,PDEL,AB prppppapp,AB alaappapa,V5L.paaa,ABprppppapp,ABalaappapa,V5L.paaa,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2027,DVA,AVAR,PVCL,AB prppppapp,AB alaappapa,AB plpppaapaa,ABprppppapp,ABalaappapa,ABplpppaapaa,1.0,3.0,7.0,11.0,2.484907,inh,True
FFL_2028,DVA,AVAR,PVCR,AB prppppapp,AB alaappapa,AB prpppaapaa,ABprppppapp,ABalaappapa,ABprpppaapaa,1.0,1.0,5.0,7.0,2.079442,inh,True
FFL_2029,DVA,AVAR,SABD,AB prppppapp,AB alaappapa,AB plppapaap,ABprppppapp,ABalaappapa,ABplppapaap,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2030,DVA,AVAR,VA2,AB prppppapp,AB alaappapa,P2.aaaa,ABprppppapp,ABalaappapa,P2aaaa,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2031,DVA,AVBL,AVAL,AB prppppapp,AB plpaapaap,AB alppaaapa,ABprppppapp,ABplpaapaap,ABalppaaapa,1.0,3.0,7.0,11.0,2.484907,inh,True
FFL_2032,DVA,AVBL,AVAR,AB prppppapp,AB plpaapaap,AB alaappapa,ABprppppapp,ABplpaapaap,ABalaappapa,1.0,1.0,7.0,9.0,2.302585,inh,True
FFL_2033,DVA,AVBL,AVEL,AB prppppapp,AB plpaapaap,AB alpppaaaa,ABprppppapp,ABplpaapaap,ABalpppaaaa,1.0,9.0,1.0,11.0,2.484907,inh,True
FFL_2034,DVA,AVBL,AVER,AB prppppapp,AB plpaapaap,AB praaaaaaa,ABprppppapp,ABplpaapaap,ABpraaaaaaa,1.0,5.0,2.0,8.0,2.197225,inh,True
FFL_2035,DVA,AVBL,VA2,AB prppppapp,AB plpaapaap,P2.aaaa,ABprppppapp,ABplpaapaap,P2aaaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2036,DVA,AVEL,AVAL,AB prppppapp,AB alpppaaaa,AB alppaaapa,ABprppppapp,ABalpppaaaa,ABalppaaapa,9.0,3.0,12.0,24.0,3.218876,inh,True
FFL_2037,DVA,AVEL,AVAR,AB prppppapp,AB alpppaaaa,AB alaappapa,ABprppppapp,ABalpppaaaa,ABalaappapa,9.0,1.0,7.0,17.0,2.890372,inh,True
FFL_2038,DVA,AVEL,PVCR,AB prppppapp,AB alpppaaaa,AB prpppaapaa,ABprppppapp,ABalpppaaaa,ABprpppaapaa,9.0,1.0,1.0,11.0,2.484907,inh,True
FFL_2039,DVA,AVEL,SABD,AB prppppapp,AB alpppaaaa,AB plppapaap,ABprppppapp,ABalpppaaaa,ABplppapaap,9.0,1.0,6.0,16.0,2.833213,inh,True
FFL_2040,DVA,AVER,AVAL,AB prppppapp,AB praaaaaaa,AB alppaaapa,ABprppppapp,ABpraaaaaaa,ABalppaaapa,5.0,3.0,7.0,15.0,2.772589,inh,True
FFL_2041,DVA,AVER,AVAR,AB prppppapp,AB praaaaaaa,AB alaappapa,ABprppppapp,ABpraaaaaaa,ABalaappapa,5.0,1.0,16.0,22.0,3.135494,inh,True
FFL_2042,DVA,AVER,DB3,AB prppppapp,AB praaaaaaa,AB prpaaaapp,ABprppppapp,ABpraaaaaaa,ABprpaaaapp,5.0,2.0,1.0,8.0,2.197225,inh,True
FFL_2043,DVA,AVER,SABD,AB prppppapp,AB praaaaaaa,AB plppapaap,ABprppppapp,ABpraaaaaaa,ABplppapaap,5.0,1.0,2.0,8.0,2.197225,inh,True
FFL_2044,DVA,AVER,VA2,AB prppppapp,AB praaaaaaa,P2.aaaa,ABprppppapp,ABpraaaaaaa,P2aaaa,5.0,1.0,1.0,7.0,2.079442,inh,True
FFL_2045,DVA,PDEL,PVR,AB prppppapp,V5L.paaa,C aappv,ABprppppapp,V5L.paaa,Caappv,3.0,3.0,2.0,8.0,2.197225,inh,True
