motif_id,adult_A,adult_B,adult_C,embryo_A_wormbase_raw,embryo_B_wormbase_raw,embryo_C_wormbase_raw,embryo_A_sulston,embryo_B_sulston,embryo_C_sulston,synapses_A_to_B,synapses_A_to_C,synapses_B_to_C,total_synapses,hyperedge_weight_w_e,neurotransmitter_A,all_embryo_mapped
FFL_2046,DVA,PVCL,AVAL,AB prppppapp,AB plpppaapaa,AB alppaaapa,ABprppppapp,ABplpppaapaa,ABalppaaapa,3.0,3.0,1.0,7.0,2.079442,inh,True
FFL_2047,DVA,PVCL,AVAR,AB prppppapp,AB plpppaapaa,AB alaappapa,ABprppppapp,ABplpppaapaa,ABalaappapa,3.0,1.0,4.0,8.0,2.197225,inh,True
FFL_2048,DVA,PVCL,AVBL,AB prppppapp,AB plpppaapaa,AB plpaapaap,ABprppppapp,ABplpppaapaa,ABplpaapaap,3.0,1.0,5.0,9.0,2.302585,inh,True
FFL_2049,DVA,PVCL,AVEL,AB prppppapp,AB plpppaapaa,AB alpppaaaa,ABprppppapp,ABplpppaapaa,ABalpppaaaa,3.0,9.0,2.0,14.0,2.70805,inh,True
FFL_2050,DVA,PVCL,AVER,AB prppppapp,AB plpppaapaa,AB praaaaaaa,ABprppppapp,ABplpppaapaa,ABpraaaaaaa,3.0,5.0,1.0,9.0,2.302585,inh,True
FFL_2051,DVA,PVCL,DB2,AB prppppapp,AB plpppaapaa,AB arappappa,ABprppppapp,ABplpppaapaa,ABarappappa,3.0,1.0,3.0,7.0,2.079442,inh,True
FFL_2052,DVA,PVCL,DB3,AB prppppapp,AB plpppaapaa,AB prpaaaapp,ABprppppapp,ABplpppaapaa,ABprpaaaapp,3.0,2.0,4.0,9.0,2.302585,inh,True
FFL_2053,DVA,PVCL,DB4,AB prppppapp,AB plpppaapaa,AB prpappapp,ABprppppapp,ABplpppaapaa,ABprpappapp,3.0,1.0,3.0,7.0,2.079442,inh,True
FFL_2054,DVA,PVCL,DB5,AB prppppapp,AB plpppaapaa,AB plpapappp,ABprppppapp,ABplpppaapaa,ABplpapappp,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_2055,DVA,PVCL,DB6,AB prppppapp,AB plpppaapaa,AB plppaappp,ABprppppapp,ABplpppaapaa,ABplppaappp,3.0,2.0,2.0,7.0,2.079442,inh,True
FFL_2056,DVA,PVCL,DB7,AB prppppapp,AB plpppaapaa,AB prppaappp,ABprppppapp,ABplpppaapaa,ABprppaappp,3.0,1.0,3.0,7.0,2.079442,inh,True
FFL_2057,DVA,PVCL,PVCR,AB prppppapp,AB plpppaapaa,AB prpppaapaa,ABprppppapp,ABplpppaapaa,ABprpppaapaa,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_2058,DVA,PVCL,VB11,AB prppppapp,AB plpppaapaa,P10.aaap,ABprppppapp,ABplpppaapaa,P10aaap,3.0,2.0,1.0,6.0,1.94591,inh,True
FFL_2059,DVA,PVCR,AQR,AB prppppapp,AB prpppaapaa,QR.ap,ABprppppapp,ABprpppaapaa,QR.ap,1.0,4.0,1.0,6.0,1.94591,inh,True
FFL_2060,DVA,PVCR,AVAL,AB prppppapp,AB prpppaapaa,AB alppaaapa,ABprppppapp,ABprpppaapaa,ABalppaaapa,1.0,3.0,7.0,11.0,2.484907,inh,True
FFL_2061,DVA,PVCR,AVAR,AB prppppapp,AB prpppaapaa,AB alaappapa,ABprppppapp,ABprpppaapaa,ABalaappapa,1.0,1.0,7.0,9.0,2.302585,inh,True
FFL_2062,DVA,PVCR,AVBL,AB prppppapp,AB prpppaapaa,AB plpaapaap,ABprppppapp,ABprpppaapaa,ABplpaapaap,1.0,1.0,8.0,10.0,2.397895,inh,True
FFL_2063,DVA,PVCR,AVEL,AB prppppapp,AB prpppaapaa,AB alpppaaaa,ABprppppapp,ABprpppaapaa,ABalpppaaaa,1.0,9.0,1.0,11.0,2.484907,inh,True
FFL_2064,DVA,PVCR,AVER,AB prppppapp,AB prpppaapaa,AB praaaaaaa,ABprppppapp,ABprpppaapaa,ABpraaaaaaa,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_2065,DVA,PVCR,DB2,AB prppppapp,AB prpppaapaa,AB arappappa,ABprppppapp,ABprpppaapaa,ABarappappa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2066,DVA,PVCR,DB3,AB prppppapp,AB prpppaapaa,AB prpaaaapp,ABprppppapp,ABprpppaapaa,ABprpaaaapp,1.0,2.0,3.0,6.0,1.94591,inh,True
FFL_2067,DVA,PVCR,DB4,AB prppppapp,AB prpppaapaa,AB prpappapp,ABprppppapp,ABprpppaapaa,ABprpappapp,1.0,1.0,4.0,6.0,1.94591,inh,True
FFL_2068,DVA,PVCR,DB5,AB prppppapp,AB prpppaapaa,AB plpapappp,ABprppppapp,ABprpppaapaa,ABplpapappp,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2069,DVA,PVCR,DB6,AB prppppapp,AB prpppaapaa,AB plppaappp,ABprppppapp,ABprpppaapaa,ABplppaappp,1.0,2.0,2.0,5.0,1.791759,inh,True
FFL_2070,DVA,PVCR,DB7,AB prppppapp,AB prpppaapaa,AB prppaappp,ABprppppapp,ABprpppaapaa,ABprppaappp,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2071,DVA,PVCR,PDEL,AB prppppapp,AB prpppaapaa,V5L.paaa,ABprppppapp,ABprpppaapaa,V5L.paaa,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2072,DVA,PVCR,PVCL,AB prppppapp,AB prpppaapaa,AB plpppaapaa,ABprppppapp,ABprpppaapaa,ABplpppaapaa,1.0,3.0,3.0,7.0,2.079442,inh,True
FFL_2073,DVA,PVCR,PVR,AB prppppapp,AB prpppaapaa,C aappv,ABprppppapp,ABprpppaapaa,Caappv,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2074,DVA,PVR,AVBL,AB prppppapp,C aappv,AB plpaapaap,ABprppppapp,Caappv,ABplpaapaap,3.0,1.0,4.0,8.0,2.197225,inh,True
FFL_2075,DVA,PVR,DB2,AB prppppapp,C aappv,AB arappappa,ABprppppapp,Caappv,ABarappappa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2076,DVA,PVR,DB3,AB prppppapp,C aappv,AB prpaaaapp,ABprppppapp,Caappv,ABprpaaaapp,3.0,2.0,1.0,6.0,1.94591,inh,True
FFL_2077,DVA,PVR,PDEL,AB prppppapp,C aappv,V5L.paaa,ABprppppapp,Caappv,V5L.paaa,3.0,3.0,1.0,7.0,2.079442,inh,True
FFL_2078,DVA,PVR,PVCR,AB prppppapp,C aappv,AB prpppaapaa,ABprppppapp,Caappv,ABprpppaapaa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2079,DVA,PVR,SABD,AB prppppapp,C aappv,AB plppapaap,ABprppppapp,Caappv,ABplppapaap,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2080,DVA,RIAL,RIAR,AB prppppapp,AB alapaapaa,AB alaapppaa,ABprppppapp,ABalapaapaa,ABalaapppaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2081,DVA,RIAR,RIAL,AB prppppapp,AB alaapppaa,AB alapaapaa,ABprppppapp,ABalaapppaa,ABalapaapaa,1.0,1.0,4.0,6.0,1.94591,inh,True
FFL_2082,DVA,RIAR,SAADR,AB prppppapp,AB alaapppaa,AB arapppapa,ABprppppapp,ABalaapppaa,ABarapppapa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2083,DVA,RIMR,AVAL,AB prppppapp,AB prppaapap,AB alppaaapa,ABprppppapp,ABprppaapap,ABalppaaapa,1.0,3.0,2.0,6.0,1.94591,inh,True
FFL_2084,DVA,RIMR,AVBL,AB prppppapp,AB prppaapap,AB plpaapaap,ABprppppapp,ABprppaapap,ABplpaapaap,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2085,DVA,RIMR,SAAVL,AB prppppapp,AB prppaapap,AB plpaaaaaa,ABprppppapp,ABprppaapap,ABplpaaaaaa,1.0,1.0,3.0,5.0,1.791759,inh,True
FFL_2086,DVA,RIMR,SAAVR,AB prppppapp,AB prppaapap,AB prpaaaaaa,ABprppppapp,ABprppaapap,ABprpaaaaaa,1.0,1.0,3.0,5.0,1.791759,inh,True
FFL_2087,DVA,RIR,AIZL,AB prppppapp,AB prpapppaa,AB plapaaapav,ABprppppapp,ABprpapppaa,ABplapaaapa,3.0,3.0,3.0,9.0,2.302585,inh,True
FFL_2088,DVA,RIR,AUAL,AB prppppapp,AB prpapppaa,AB alpppppppp,ABprppppapp,ABprpapppaa,ABalpppppppp,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2089,DVA,RIR,RIAL,AB prppppapp,AB prpapppaa,AB alapaapaa,ABprppppapp,ABprpapppaa,ABalapaapaa,3.0,1.0,5.0,9.0,2.302585,inh,True
FFL_2090,DVA,RIR,RIAR,AB prppppapp,AB prpapppaa,AB alaapppaa,ABprppppapp,ABprpapppaa,ABalaapppaa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2091,DVA,SAADR,AVAR,AB prppppapp,AB arapppapa,AB alaappapa,ABprppppapp,ABarapppapa,ABalaappapa,1.0,1.0,3.0,5.0,1.791759,inh,True
FFL_2092,DVA,SAADR,RIMR,AB prppppapp,AB arapppapa,AB prppaapap,ABprppppapp,ABarapppapa,ABprppaapap,1.0,1.0,5.0,7.0,2.079442,inh,True
FFL_2093,DVA,SAAVL,AVAL,AB prppppapp,AB plpaaaaaa,AB alppaaapa,ABprppppapp,ABplpaaaaaa,ABalppaaapa,1.0,3.0,17.0,21.0,3.091042,inh,True
FFL_2094,DVA,SAAVL,RIMR,AB prppppapp,AB plpaaaaaa,AB prppaapap,ABprppppapp,ABplpaaaaaa,ABprppaapap,1.0,1.0,12.0,14.0,2.70805,inh,True
FFL_2095,DVA,SAAVR,AVAR,AB prppppapp,AB prpaaaaaa,AB alaappapa,ABprppppapp,ABprpaaaaaa,ABalaappapa,1.0,1.0,13.0,15.0,2.772589,inh,True
FFL_2096,DVA,SAAVR,RIMR,AB prppppapp,AB prpaaaaaa,AB prppaapap,ABprppppapp,ABprpaaaaaa,ABprppaapap,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2097,DVA,SABD,VA2,AB prppppapp,AB plppapaap,P2.aaaa,ABprppppapp,ABplppapaap,P2aaaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2098,DVA,SMBDL,AVAR,AB prppppapp,AB alpapapapp,AB alaappapa,ABprppppapp,ABalpapapapp,ABalaappapa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2099,DVA,SMBDL,SAAVR,AB prppppapp,AB alpapapapp,AB prpaaaaaa,ABprppppapp,ABalpapapapp,ABprpaaaaaa,3.0,1.0,1.0,5.0,1.791759,inh,True
FFL_2100,DVA,SMBDR,AVAL,AB prppppapp,AB arappapapp,AB alppaaapa,ABprppppapp,ABarappapapp,ABalppaaapa,2.0,3.0,1.0,6.0,1.94591,inh,True
FFL_2101,DVA,SMBDR,SAAVL,AB prppppapp,AB arappapapp,AB plpaaaaaa,ABprppppapp,ABarappapapp,ABplpaaaaaa,2.0,1.0,3.0,6.0,1.94591,inh,True
FFL_2102,DVA,SMBVR,SAADR,AB prppppapp,AB arappappp,AB arapppapa,ABprppppapp,ABarappappp,ABarapppapa,2.0,1.0,4.0,7.0,2.079442,inh,True
FFL_2103,DVA,VA12,DB7,AB prppppapp,P12.aaaa,AB prppaappp,ABprppppapp,P12aaaa,ABprppaappp,1.0,1.0,4.0,6.0,1.94591,inh,True
FFL_2104,DVA,VA12,PVCL,AB prppppapp,P12.aaaa,AB plpppaapaa,ABprppppapp,P12aaaa,ABplpppaapaa,1.0,3.0,2.0,6.0,1.94591,inh,True
FFL_2105,DVA,VA12,PVCR,AB prppppapp,P12.aaaa,AB prpppaapaa,ABprppppapp,P12aaaa,ABprpppaapaa,1.0,1.0,3.0,5.0,1.791759,inh,True
FFL_2106,DVA,VA2,AVAL,AB prppppapp,P2.aaaa,AB alppaaapa,ABprppppapp,P2aaaa,ABalppaaapa,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2107,DVA,VA2,VB1,AB prppppapp,P2.aaaa,P1.aaap,ABprppppapp,P2aaaa,P1aaap,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2108,DVA,VB1,SAADR,AB prppppapp,P1.aaap,AB arapppapa,ABprppppapp,P1aaap,ABarapppapa,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2109,DVA,VB1,SABD,AB prppppapp,P1.aaap,AB plppapaap,ABprppppapp,P1aaap,ABplppapaap,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2110,DVA,VB11,PVCR,AB prppppapp,P10.aaap,AB prpppaapaa,ABprppppapp,P10aaap,ABprpppaapaa,2.0,1.0,1.0,4.0,1.609438,inh,True
FFL_2111,DVA,VB11,VA12,AB prppppapp,P10.aaap,P12.aaaa,ABprppppapp,P10aaap,P12aaaa,2.0,1.0,1.0,4.0,1.609438,inh,True
FFL_2112,DVB,AVL,DD6,K.p,AB prpappaap,AB prppapppp,K.p,ABprpappaap,ABprppapppp,5.0,3.0,2.0,10.0,2.397895,inh,True
FFL_2113,DVB,PDA,DD6,K.p,AB prpppaaaa,AB prppapppp,K.p,ABprpppaaaa,ABprppapppp,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_2114,DVC,AIBL,AVAL,C aapaa,AB plaapappa,AB alppaaapa,Caapaa,ABplaapappa,ABalppaaapa,1.0,5.0,2.0,8.0,2.197225,inh,True
FFL_2115,DVC,AIBL,AVBL,C aapaa,AB plaapappa,AB plpaapaap,Caapaa,ABplaapappa,ABplpaapaap,1.0,1.0,5.0,7.0,2.079442,inh,True
FFL_2116,DVC,AIBL,RIBR,C aapaa,AB plaapappa,AB prpaappap,Caapaa,ABplaapappa,ABprpaappap,1.0,1.0,4.0,6.0,1.94591,inh,True
FFL_2117,DVC,AIBL,RIGR,C aapaa,AB plaapappa,AB prppappaa,Caapaa,ABplaapappa,ABprppappaa,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_2118,DVC,AIBR,AVAR,C aapaa,AB praapappa,AB alaappapa,Caapaa,ABpraapappa,ABalaappapa,3.0,7.0,1.0,11.0,2.484907,inh,True
FFL_2119,DVC,AIBR,RIBL,C aapaa,AB praapappa,AB plpaappap,Caapaa,ABpraapappa,ABplpaappap,3.0,1.0,4.0,8.0,2.197225,inh,True
FFL_2120,DVC,AVAL,AVAR,C aapaa,AB alppaaapa,AB alaappapa,Caapaa,ABalppaaapa,ABalaappapa,5.0,7.0,2.0,14.0,2.70805,inh,True
FFL_2121,DVC,AVAR,AVAL,C aapaa,AB alaappapa,AB alppaaapa,Caapaa,ABalaappapa,ABalppaaapa,7.0,5.0,1.0,13.0,2.639057,inh,True
FFL_2122,DVC,AVAR,AVBL,C aapaa,AB alaappapa,AB plpaapaap,Caapaa,ABalaappapa,ABplpaapaap,7.0,1.0,1.0,9.0,2.302585,inh,True
FFL_2123,DVC,AVAR,RIGL,C aapaa,AB alaappapa,AB plppappaa,Caapaa,ABalaappapa,ABplppappaa,7.0,5.0,1.0,13.0,2.639057,inh,True
FFL_2124,DVC,AVBL,AVAL,C aapaa,AB plpaapaap,AB alppaaapa,Caapaa,ABplpaapaap,ABalppaaapa,1.0,5.0,7.0,13.0,2.639057,inh,True
FFL_2125,DVC,AVBL,AVAR,C aapaa,AB plpaapaap,AB alaappapa,Caapaa,ABplpaapaap,ABalaappapa,1.0,7.0,7.0,15.0,2.772589,inh,True
FFL_2126,DVC,AVKL,AVBL,C aapaa,AB plpapapap,AB plpaapaap,Caapaa,ABplpapapap,ABplpaapaap,2.0,1.0,1.0,4.0,1.609438,inh,True
FFL_2127,DVC,AVKL,RMFR,C aapaa,AB plpapapap,G2.ar,Caapaa,ABplpapapap,G2.ar,2.0,4.0,1.0,7.0,2.079442,inh,True
FFL_2128,DVC,AVKR,RMFL,C aapaa,AB prpapapap,G2.al,Caapaa,ABprpapapap,G2.al,1.0,2.0,1.0,4.0,1.609438,inh,True
FFL_2129,DVC,PVT,AIBL,C aapaa,AB plpappppa,AB plaapappa,Caapaa,ABplpappppa,ABplaapappa,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_2130,DVC,PVT,AIBR,C aapaa,AB plpappppa,AB praapappa,Caapaa,ABplpappppa,ABpraapappa,1.0,3.0,4.0,8.0,2.197225,inh,True
FFL_2131,DVC,PVT,AVKL,C aapaa,AB plpappppa,AB plpapapap,Caapaa,ABplpappppa,ABplpapapap,1.0,2.0,7.0,10.0,2.397895,inh,True
FFL_2132,DVC,PVT,AVKR,C aapaa,AB plpappppa,AB prpapapap,Caapaa,ABplpappppa,ABprpapapap,1.0,1.0,7.0,9.0,2.302585,inh,True
FFL_2133,DVC,PVT,RIGL,C aapaa,AB plpappppa,AB plppappaa,Caapaa,ABplpappppa,ABplppappaa,1.0,5.0,2.0,8.0,2.197225,inh,True
FFL_2134,DVC,PVT,RIGR,C aapaa,AB plpappppa,AB prppappaa,Caapaa,ABplpappppa,ABprppappaa,1.0,5.0,3.0,9.0,2.302585,inh,True
FFL_2135,DVC,PVT,RMFL,C aapaa,AB plpappppa,G2.al,Caapaa,ABplpappppa,G2.al,1.0,2.0,2.0,5.0,1.791759,inh,True
FFL_2136,DVC,PVT,RMFR,C aapaa,AB plpappppa,G2.ar,Caapaa,ABplpappppa,G2.ar,1.0,4.0,3.0,8.0,2.197225,inh,True
FFL_2137,DVC,RIBL,AIBR,C aapaa,AB plpaappap,AB praapappa,Caapaa,ABplpaappap,ABpraapappa,1.0,3.0,2.0,6.0,1.94591,inh,True
FFL_2138,DVC,RIBL,AVAL,C aapaa,AB plpaappap,AB alppaaapa,Caapaa,ABplpaappap,ABalppaaapa,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_2139,DVC,RIBR,AIBL,C aapaa,AB prpaappap,AB plaapappa,Caapaa,ABprpaappap,ABplaapappa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_2140,DVC,RIBR,AVAR,C aapaa,AB prpaappap,AB alaappapa,Caapaa,ABprpaappap,ABalaappapa,1.0,7.0,2.0,10.0,2.397895,inh,True
FFL_2141,DVC,RIBR,RIGR,C aapaa,AB prpaappap,AB prppappaa,Caapaa,ABprpaappap,ABprppappaa,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_2142,DVC,RIGL,AVKR,C aapaa,AB plppappaa,AB prpapapap,Caapaa,ABplppappaa,ABprpapapap,5.0,1.0,2.0,8.0,2.197225,inh,True
FFL_2143,DVC,RIGL,RIBL,C aapaa,AB plppappaa,AB plpaappap,Caapaa,ABplppappaa,ABplpaappap,5.0,1.0,1.0,7.0,2.079442,inh,True
FFL_2144,DVC,RIGL,RMFL,C aapaa,AB plppappaa,G2.al,Caapaa,ABplppappaa,G2.al,5.0,2.0,1.0,8.0,2.197225,inh,True
FFL_2145,DVC,RIGR,AVKL,C aapaa,AB prppappaa,AB plpapapap,Caapaa,ABprppappaa,ABplpapapap,5.0,2.0,4.0,11.0,2.484907,inh,True
FFL_2146,DVC,RIGR,AVKR,C aapaa,AB prppappaa,AB prpapapap,Caapaa,ABprppappaa,ABprpapapap,5.0,1.0,1.0,7.0,2.079442,inh,True
FFL_2147,DVC,RIGR,RIBR,C aapaa,AB prppappaa,AB prpaappap,Caapaa,ABprppappaa,ABprpaappap,5.0,1.0,1.0,7.0,2.079442,inh,True
FFL_2148,DVC,RMFL,AVKL,C aapaa,G2.al,AB plpapapap,Caapaa,G2.al,ABplpapapap,2.0,2.0,4.0,8.0,2.197225,inh,True
FFL_2149,DVC,RMFL,AVKR,C aapaa,G2.al,AB prpapapap,Caapaa,G2.al,ABprpapapap,2.0,1.0,4.0,7.0,2.079442,inh,True
FFL_2150,DVC,RMFL,PVT,C aapaa,G2.al,AB plpappppa,Caapaa,G2.al,ABplpappppa,2.0,1.0,1.0,4.0,1.609438,inh,True
FFL_2151,DVC,RMFL,RIGR,C aapaa,G2.al,AB prppappaa,Caapaa,G2.al,ABprppappaa,2.0,5.0,1.0,8.0,2.197225,inh,True
FFL_2152,DVC,RMFR,AVKL,C aapaa,G2.ar,AB plpapapap,Caapaa,G2.ar,ABplpapapap,4.0,2.0,3.0,9.0,2.302585,inh,True
FFL_2153,DVC,RMFR,AVKR,C aapaa,G2.ar,AB prpapapap,Caapaa,G2.ar,ABprpapapap,4.0,1.0,3.0,8.0,2.197225,inh,True
FFL_2154,FLPL,ADEL,ADER,AB plapaaapad,AB plapaaaapa,AB prapaaaapa,ABplapaaapa,ABplapaaaapa,ABprapaaaapa,2.0,2.0,1.0,5.0,1.791759,exc,True
FFL_2155,FLPL,ADEL,AVAL,AB plapaaapad,AB plapaaaapa,AB alppaaapa,ABplapaaapa,ABplapaaaapa,ABalppaaapa,2.0,14.0,2.0,18.0,2.944439,exc,True
FFL_2156,FLPL,ADEL,AVAR,AB plapaaapad,AB plapaaaapa,AB alaappapa,ABplapaaapa,ABplapaaaapa,ABalaappapa,2.0,17.0,3.0,22.0,3.135494,exc,True
FFL_2157,FLPL,ADER,ADEL,AB plapaaapad,AB prapaaaapa,AB plapaaaapa,ABplapaaapa,ABprapaaaapa,ABplapaaaapa,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_2158,FLPL,ADER,AVAL,AB plapaaapad,AB prapaaaapa,AB alppaaapa,ABplapaaapa,ABprapaaaapa,ABalppaaapa,2.0,14.0,5.0,21.0,3.091042,exc,True
FFL_2159,FLPL,ADER,AVAR,AB plapaaapad,AB prapaaaapa,AB alaappapa,ABplapaaapa,ABprapaaaapa,ABalaappapa,2.0,17.0,1.0,20.0,3.044522,exc,True
FFL_2160,FLPL,ADER,AVDR,AB plapaaapad,AB prapaaaapa,AB alaaapprl,ABplapaaapa,ABprapaaaapa,ABalaaapprl,2.0,13.0,2.0,17.0,2.890372,exc,True
FFL_2161,FLPL,ADER,FLPR,AB plapaaapad,AB prapaaaapa,AB prapaaapad,ABplapaaapa,ABprapaaaapa,ABprapaaapa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_2162,FLPL,AIBL,AVAL,AB plapaaapad,AB plaapappa,AB alppaaapa,ABplapaaapa,ABplaapappa,ABalppaaapa,1.0,14.0,2.0,17.0,2.890372,exc,True
FFL_2163,FLPL,AIBL,AVBL,AB plapaaapad,AB plaapappa,AB plpaapaap,ABplapaaapa,ABplaapappa,ABplpaapaap,1.0,4.0,5.0,10.0,2.397895,exc,True
FFL_2164,FLPL,AIBR,AVAR,AB plapaaapad,AB praapappa,AB alaappapa,ABplapaaapa,ABpraapappa,ABalaappapa,2.0,17.0,1.0,20.0,3.044522,exc,True
FFL_2165,FLPL,AIBR,AVBR,AB plapaaapad,AB praapappa,AB prpaapaap,ABplapaaapa,ABpraapappa,ABprpaapaap,2.0,5.0,3.0,10.0,2.397895,exc,True
FFL_2166,FLPL,AVAL,AVAR,AB plapaaapad,AB alppaaapa,AB alaappapa,ABplapaaapa,ABalppaaapa,ABalaappapa,14.0,17.0,2.0,33.0,3.526361,exc,True
FFL_2167,FLPL,AVAL,AVBR,AB plapaaapad,AB alppaaapa,AB prpaapaap,ABplapaaapa,ABalppaaapa,ABprpaapaap,14.0,5.0,1.0,20.0,3.044522,exc,True
FFL_2168,FLPL,AVAL,AVDL,AB plapaaapad,AB alppaaapa,AB alaaapalr,ABplapaaapa,ABalppaaapa,ABalaaapalr,14.0,6.0,1.0,21.0,3.091042,exc,True
FFL_2169,FLPL,AVAR,ADER,AB plapaaapad,AB alaappapa,AB prapaaaapa,ABplapaaapa,ABalaappapa,ABprapaaaapa,17.0,2.0,1.0,20.0,3.044522,exc,True
FFL_2170,FLPL,AVAR,AVAL,AB plapaaapad,AB alaappapa,AB alppaaapa,ABplapaaapa,ABalaappapa,ABalppaaapa,17.0,14.0,1.0,32.0,3.496508,exc,True
FFL_2171,FLPL,AVAR,AVBL,AB plapaaapad,AB alaappapa,AB plpaapaap,ABplapaaapa,ABalaappapa,ABplpaapaap,17.0,4.0,1.0,22.0,3.135494,exc,True
FFL_2172,FLPL,AVAR,AVDL,AB plapaaapad,AB alaappapa,AB alaaapalr,ABplapaaapa,ABalaappapa,ABalaaapalr,17.0,6.0,1.0,24.0,3.218876,exc,True
FFL_2173,FLPL,AVAR,AVDR,AB plapaaapad,AB alaappapa,AB alaaapprl,ABplapaaapa,ABalaappapa,ABalaaapprl,17.0,13.0,2.0,32.0,3.496508,exc,True
FFL_2174,FLPL,AVBL,AVAL,AB plapaaapad,AB plpaapaap,AB alppaaapa,ABplapaaapa,ABplpaapaap,ABalppaaapa,4.0,14.0,7.0,25.0,3.258097,exc,True
FFL_2175,FLPL,AVBL,AVAR,AB plapaaapad,AB plpaapaap,AB alaappapa,ABplapaaapa,ABplpaapaap,ABalaappapa,4.0,17.0,7.0,28.0,3.367296,exc,True
FFL_2176,FLPL,AVBL,AVBR,AB plapaaapad,AB plpaapaap,AB prpaapaap,ABplapaaapa,ABplpaapaap,ABprpaapaap,4.0,5.0,1.0,10.0,2.397895,exc,True
FFL_2177,FLPL,AVBL,AVDL,AB plapaaapad,AB plpaapaap,AB alaaapalr,ABplapaaapa,ABplpaapaap,ABalaaapalr,4.0,6.0,1.0,11.0,2.484907,exc,True
FFL_2178,FLPL,AVBL,AVDR,AB plapaaapad,AB plpaapaap,AB alaaapprl,ABplapaaapa,ABplpaapaap,ABalaaapprl,4.0,13.0,2.0,19.0,2.995732,exc,True
FFL_2179,FLPL,AVBR,AVAL,AB plapaaapad,AB prpaapaap,AB alppaaapa,ABplapaaapa,ABprpaapaap,ABalppaaapa,5.0,14.0,6.0,25.0,3.258097,exc,True
FFL_2180,FLPL,AVBR,AVAR,AB plapaaapad,AB prpaapaap,AB alaappapa,ABplapaaapa,ABprpaapaap,ABalaappapa,5.0,17.0,7.0,29.0,3.401197,exc,True
FFL_2181,FLPL,AVBR,AVBL,AB plapaaapad,AB prpaapaap,AB plpaapaap,ABplapaaapa,ABprpaapaap,ABplpaapaap,5.0,4.0,1.0,10.0,2.397895,exc,True
FFL_2182,FLPL,AVDL,AVAL,AB plapaaapad,AB alaaapalr,AB alppaaapa,ABplapaaapa,ABalaaapalr,ABalppaaapa,6.0,14.0,13.0,33.0,3.526361,exc,True
FFL_2183,FLPL,AVDL,AVAR,AB plapaaapad,AB alaaapalr,AB alaappapa,ABplapaaapa,ABalaaapalr,ABalaappapa,6.0,17.0,19.0,42.0,3.7612,exc,True
FFL_2184,FLPL,AVDR,AVAL,AB plapaaapad,AB alaaapprl,AB alppaaapa,ABplapaaapa,ABalaaapprl,ABalppaaapa,13.0,14.0,16.0,43.0,3.78419,exc,True
FFL_2185,FLPL,AVDR,AVAR,AB plapaaapad,AB alaaapprl,AB alaappapa,ABplapaaapa,ABalaaapprl,ABalaappapa,13.0,17.0,15.0,45.0,3.828641,exc,True
FFL_2186,FLPL,AVDR,AVBL,AB plapaaapad,AB alaaapprl,AB plpaapaap,ABplapaaapa,ABalaaapprl,ABplpaapaap,13.0,4.0,1.0,18.0,2.944439,exc,True
FFL_2187,FLPL,AVDR,AVDL,AB plapaaapad,AB alaaapprl,AB alaaapalr,ABplapaaapa,ABalaaapprl,ABalaaapalr,13.0,6.0,2.0,21.0,3.091042,exc,True
FFL_2188,FLPL,DVA,AVAL,AB plapaaapad,AB prppppapp,AB alppaaapa,ABplapaaapa,ABprppppapp,ABalppaaapa,1.0,14.0,3.0,18.0,2.944439,exc,True
FFL_2189,FLPL,DVA,AVAR,AB plapaaapad,AB prppppapp,AB alaappapa,ABplapaaapa,ABprppppapp,ABalaappapa,1.0,17.0,1.0,19.0,2.995732,exc,True
