cell,fate,fate_id,method,purity,n_leaves,n_embryos
ABarapapaa,pharynx,3,consensus,1.0,1,233
ABarapapaaa,pharynx,3,ancestor,1.0,1,3
ABarapapaaaa,pharynx,3,ancestor,1.0,1,1
ABarapapaaap,pharynx,3,ancestor,1.0,1,1
ABarapapaaapa,pharynx,3,ancestor,1.0,1,1
ABarapapaaapp,pharynx,3,ancestor,1.0,1,1
ABarapapaaappa,pharynx,3,ancestor,1.0,1,1
ABarapapaaappp,pharynx,3,ancestor,1.0,1,1
ABarapapaap,pharynx,3,consensus,1.0,1,3
ABarapapap,pharynx,3,consensus,1.0,2,233
ABarapapapa,pharynx,3,exact,1.0,1,8
ABarapapapaa,pharynx,3,ancestor,1.0,1,2
ABarapapapaaa,pharynx,3,ancestor,1.0,1,1
ABarapapapaap,pharynx,3,ancestor,1.0,1,1
ABarapapapaapa,pharynx,3,ancestor,1.0,1,1
ABarapapapaapaa,pharynx,3,ancestor,1.0,1,1
ABarapapapaapap,pharynx,3,ancestor,1.0,1,1
ABarapapapaapp,pharynx,3,ancestor,1.0,1,1
ABarapapapap,pharynx,3,ancestor,1.0,1,2
ABarapapapp,pharynx,3,exact,1.0,1,8
ABarapapappa,pharynx,3,ancestor,1.0,1,2
ABarapapappp,pharynx,3,ancestor,1.0,1,2
ABarapapp,pharynx,3,consensus,1.0,3,257
ABarapappa,pharynx,3,consensus,1.0,1,237
ABarapappaa,pharynx,3,exact,1.0,1,2
ABarapappaaa,pharynx,3,ancestor,1.0,1,2
ABarapappaaaa,pharynx,3,ancestor,1.0,1,1
ABarapappaaap,pharynx,3,ancestor,1.0,1,1
ABarapappaaapa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaaa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaaaa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaaap,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaap,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaapa,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaaapp,pharynx,3,ancestor,1.0,1,1
ABarapappaaapaap,pharynx,3,ancestor,1.0,1,1
ABarapappaaapap,pharynx,3,ancestor,1.0,1,1
ABarapappaaapp,pharynx,3,ancestor,1.0,1,1
ABarapappaap,pharynx,3,ancestor,1.0,1,2
ABarapappap,pharynx,3,ancestor,1.0,1,2
ABarapappapa,pharynx,3,ancestor,1.0,1,1
ABarapappapaa,pharynx,3,ancestor,1.0,1,1
ABarapappapaaa,pharynx,3,ancestor,1.0,1,1
ABarapappapaaaa,pharynx,3,ancestor,1.0,1,1
ABarapappapaaap,pharynx,3,ancestor,1.0,1,1
ABarapappapaap,pharynx,3,ancestor,1.0,1,1
ABarapappapap,pharynx,3,ancestor,1.0,1,1
ABarapappapp,pharynx,3,ancestor,1.0,1,1
ABarapappp,pharynx,3,consensus,1.0,2,237
ABarapapppa,pharynx,3,exact,1.0,1,41
ABarapapppp,pharynx,3,exact,1.0,1,41
ABarapappppa,pharynx,3,ancestor,1.0,1,1
ABarapappppp,pharynx,3,ancestor,1.0,1,1
ABarapapppppa,pharynx,3,ancestor,1.0,1,1
ABarapapppppaa,pharynx,3,ancestor,1.0,1,1
ABarapapppppaaa,pharynx,3,ancestor,1.0,1,1
ABarapapppppaaaa,pharynx,3,ancestor,1.0,1,1
ABarapapppppaaap,pharynx,3,ancestor,1.0,1,1
ABarapapppppaap,pharynx,3,ancestor,1.0,1,1
ABarapapppppap,pharynx,3,ancestor,1.0,1,1
ABarapapppppapa,pharynx,3,ancestor,1.0,1,1
ABarapapppppapp,pharynx,3,ancestor,1.0,1,1
ABarapapppppp,pharynx,3,ancestor,1.0,1,1
ABarapp,neuron,0,consensus,0.643,14,258
ABarappa,mixed,11,consensus,0.5,6,258
ABarappaa,mixed,11,consensus,0.5,2,256
ABarappaaa,pharynx,3,consensus,1.0,1,232
ABarappaaaa,pharynx,3,exact,1.0,1,3
ABarappaaap,pharynx,3,ancestor,1.0,1,3
ABarappaap,hypodermis,2,consensus,1.0,1,232
ABarappaapa,hypodermis,2,exact,1.0,1,4
ABarappaapaa,hypodermis,2,ancestor,1.0,1,1
ABarappaapaaa,hypodermis,2,ancestor,1.0,1,1
ABarappaapaap,hypodermis,2,ancestor,1.0,1,1
ABarappaapap,hypodermis,2,ancestor,1.0,1,1
ABarappaapapa,hypodermis,2,ancestor,1.0,1,1
ABarappaapapaa,hypodermis,2,ancestor,1.0,1,1
ABarappaapapaaa,hypodermis,2,ancestor,1.0,1,1
ABarappaapapaap,hypodermis,2,ancestor,1.0,1,1
ABarappaapapap,hypodermis,2,ancestor,1.0,1,1
ABarappaapapp,hypodermis,2,ancestor,1.0,1,1
ABarappaapp,hypodermis,2,ancestor,1.0,1,4
ABarappaappa,hypodermis,2,ancestor,1.0,1,1
ABarappaappp,hypodermis,2,ancestor,1.0,1,1
ABarappaapppa,hypodermis,2,ancestor,1.0,1,1
ABarappaapppp,hypodermis,2,ancestor,1.0,1,1
ABarappap,neuron,0,consensus,0.75,4,256
ABarappapa,neuron,0,consensus,1.0,2,232
ABarappapaa,neuron,0,exact,1.0,1,6
ABarappapap,neuron,0,consensus,1.0,1,6
ABarappapapa,neuron,0,ancestor,1.0,1,1
ABarappapapp,neuron,0,exact,1.0,1,1
ABarappapappa,neuron,0,ancestor,1.0,1,1
ABarappapappp,neuron,0,ancestor,1.0,1,1
ABarappapp,mixed,11,consensus,0.5,2,232
ABarappappa,muscle,1,exact,1.0,1,3
ABarappappp,neuron,0,exact,1.0,1,3
ABarappapppa,neuron,0,ancestor,1.0,1,1
ABarappapppp,neuron,0,ancestor,1.0,1,1
ABarappappppa,neuron,0,ancestor,1.0,1,1
ABarappappppp,neuron,0,ancestor,1.0,1,1
ABarappapppppa,neuron,0,ancestor,1.0,1,1
ABarappapppppp,neuron,0,ancestor,1.0,1,1
ABarappp,neuron,0,consensus,0.75,8,258
ABarapppa,mixed,11,consensus,0.5,4,257
ABarapppaa,mixed,11,consensus,0.5,2,233
ABarapppaaa,neuron,0,exact,1.0,1,1
ABarapppaap,glia,5,exact,1.0,1,1
ABarapppap,mixed,11,consensus,0.5,2,233
ABarapppapa,neuron,0,exact,1.0,1,2
ABarapppapp,glia,5,exact,1.0,1,2
ABarapppp,neuron,0,consensus,1.0,4,257
ABarappppa,neuron,0,consensus,1.0,2,233
ABarappppaa,neuron,0,exact,1.0,1,4
ABarappppaaa,neuron,0,ancestor,1.0,1,1
ABarappppaap,neuron,0,ancestor,1.0,1,1
ABarappppap,neuron,0,exact,1.0,1,4
ABarappppapa,neuron,0,ancestor,1.0,1,1
ABarappppapaa,neuron,0,ancestor,1.0,1,1
ABarappppapap,neuron,0,ancestor,1.0,1,1
ABarappppapapa,neuron,0,ancestor,1.0,1,1
ABarappppapapaa,neuron,0,ancestor,1.0,1,1
ABarappppapapap,neuron,0,ancestor,1.0,1,1
ABarappppapapp,neuron,0,ancestor,1.0,1,1
ABarappppapp,neuron,0,ancestor,1.0,1,1
ABarappppp,neuron,0,consensus,1.0,2,233
ABarapppppa,neuron,0,consensus,1.0,1,7
ABarapppppaa,neuron,0,exact,1.0,1,1
ABarapppppap,neuron,0,ancestor,1.0,1,1
ABarapppppp,neuron,0,exact,1.0,1,7
ABarappppppa,neuron,0,ancestor,1.0,1,1
ABarappppppp,neuron,0,ancestor,1.0,1,1
ABarp,mixed,11,consensus,0.541,37,258
ABarpa,mixed,11,consensus,0.5,20,258
ABarpaa,glia,5,consensus,0.6,10,258
ABarpaaa,glia,5,consensus,1.0,6,258
ABarpaaaa,glia,5,consensus,1.0,4,256
ABarpaaaaa,glia,5,consensus,1.0,2,232
ABarpaaaaal,glia,5,exact,1.0,1,1
ABarpaaaaar,glia,5,exact,1.0,1,1
ABarpaaaap,glia,5,consensus,1.0,2,232
ABarpaaap,glia,5,consensus,1.0,2,256
ABarpaaapa,glia,5,consensus,1.0,2,231
ABarpaaapaa,glia,5,exact,1.0,1,1
ABarpaaapap,glia,5,exact,1.0,1,1
ABarpaaapapa,glia,5,ancestor,1.0,1,1
ABarpaaapapaa,glia,5,ancestor,1.0,1,1
ABarpaaapapap,glia,5,ancestor,1.0,1,1
ABarpaaapapapa,glia,5,ancestor,1.0,1,1
ABarpaaapapapp,glia,5,ancestor,1.0,1,1
ABarpaaapapappa,glia,5,ancestor,1.0,1,1
ABarpaaapapappaa,glia,5,ancestor,1.0,1,1
ABarpaaapapappap,glia,5,ancestor,1.0,1,1
ABarpaaapapappapa,glia,5,ancestor,1.0,1,1
ABarpaaapapappapp,glia,5,ancestor,1.0,1,1
ABarpaaapapappp,glia,5,ancestor,1.0,1,1
ABarpaaapapapppa,glia,5,ancestor,1.0,1,1
ABarpaaapapapppp,glia,5,ancestor,1.0,1,1
ABarpaaapapp,glia,5,ancestor,1.0,1,1
ABarpaaapappa,glia,5,ancestor,1.0,1,1
ABarpaaapappp,glia,5,ancestor,1.0,1,1
ABarpaaapp,glia,5,ancestor,1.0,2,231
ABarpaap,hypodermis,2,consensus,1.0,4,258
ABarpaapa,hypodermis,2,consensus,1.0,2,257
ABarpaapaa,hypodermis,2,exact,1.0,1,233
ABarpaapaaa,hypodermis,2,ancestor,1.0,1,1
ABarpaapaap,hypodermis,2,ancestor,1.0,1,1
ABarpaapap,hypodermis,2,exact,1.0,1,233
ABarpaapp,hypodermis,2,consensus,1.0,2,257
ABarpaappa,hypodermis,2,exact,1.0,1,233
ABarpaappp,hypodermis,2,exact,1.0,1,233
ABarpap,hypodermis,2,consensus,0.6,10,258
ABarpapa,mixed,11,consensus,0.5,6,258
ABarpapaa,neuron,0,consensus,0.75,4,257
ABarpapaaa,mixed,11,consensus,0.5,2,232
ABarpapaaaa,neuron,0,exact,1.0,1,2
ABarpapaaaaa,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaa,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaaa,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaaaa,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaaaaa,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaaaap,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaaap,neuron,0,ancestor,1.0,1,1
ABarpapaaaaaap,neuron,0,ancestor,1.0,1,1
ABarpapaaaaap,neuron,0,ancestor,1.0,1,1
ABarpapaaaap,neuron,0,ancestor,1.0,1,1
ABarpapaaaapa,neuron,0,ancestor,1.0,1,1
ABarpapaaaapp,neuron,0,ancestor,1.0,1,1
ABarpapaaap,death,9,exact,1.0,1,2
ABarpapaaapa,death,9,ancestor,1.0,1,1
ABarpapaaapaa,death,9,ancestor,1.0,1,1
ABarpapaaapap,death,9,ancestor,1.0,1,1
ABarpapaaapapa,death,9,ancestor,1.0,1,1
ABarpapaaapapp,death,9,ancestor,1.0,1,1
ABarpapaaapappa,death,9,ancestor,1.0,1,1
ABarpapaaapappp,death,9,ancestor,1.0,1,1
ABarpapaaapp,death,9,ancestor,1.0,1,1
ABarpapaap,neuron,0,consensus,1.0,2,232
ABarpapaapa,neuron,0,ancestor,1.0,2,4
ABarpapaapp,neuron,0,consensus,1.0,2,4
ABarpapaappa,neuron,0,exact,1.0,1,1
ABarpapaappaa,neuron,0,ancestor,1.0,1,1
ABarpapaappap,neuron,0,ancestor,1.0,1,1
ABarpapaappp,neuron,0,exact,1.0,1,1
ABarpapaapppa,neuron,0,ancestor,1.0,1,1
ABarpapaapppaa,neuron,0,ancestor,1.0,1,1
ABarpapaapppap,neuron,0,ancestor,1.0,1,1
ABarpapaapppp,neuron,0,ancestor,1.0,1,1
ABarpapaappppa,neuron,0,ancestor,1.0,1,1
ABarpapaappppp,neuron,0,ancestor,1.0,1,1
ABarpapap,hypodermis,2,consensus,1.0,2,257
ABarpapapa,hypodermis,2,exact,1.0,1,232
ABarpapapp,hypodermis,2,exact,1.0,1,232
ABarpapappa,hypodermis,2,ancestor,1.0,1,2
ABarpapappp,hypodermis,2,ancestor,1.0,1,2
ABarpapapppa,hypodermis,2,ancestor,1.0,1,1
ABarpapapppp,hypodermis,2,ancestor,1.0,1,1
ABarpapappppa,hypodermis,2,ancestor,1.0,1,1
ABarpapappppp,hypodermis,2,ancestor,1.0,1,1
ABarpapp,hypodermis,2,consensus,1.0,4,258
ABarpappa,hypodermis,2,consensus,1.0,2,257
ABarpappaa,hypodermis,2,exact,1.0,1,233
ABarpappaaa,hypodermis,2,ancestor,1.0,1,1
ABarpappaaaa,hypodermis,2,ancestor,1.0,1,1
ABarpappaaap,hypodermis,2,ancestor,1.0,1,1
ABarpappaaapa,hypodermis,2,ancestor,1.0,1,1
ABarpappaaapp,hypodermis,2,ancestor,1.0,1,1
ABarpappaap,hypodermis,2,ancestor,1.0,1,1
ABarpappaapa,hypodermis,2,ancestor,1.0,1,1
ABarpappaapaa,hypodermis,2,ancestor,1.0,1,1
ABarpappaapap,hypodermis,2,ancestor,1.0,1,1
ABarpappaapp,hypodermis,2,ancestor,1.0,1,1
ABarpappaappa,hypodermis,2,ancestor,1.0,1,1
ABarpappaappaa,hypodermis,2,ancestor,1.0,1,1
ABarpappaappap,hypodermis,2,ancestor,1.0,1,1
ABarpappaappp,hypodermis,2,ancestor,1.0,1,1
ABarpappaapppa,hypodermis,2,ancestor,1.0,1,1
ABarpappaapppp,hypodermis,2,ancestor,1.0,1,1
ABarpappap,hypodermis,2,exact,1.0,1,233
ABarpappapa,hypodermis,2,ancestor,1.0,1,1
ABarpappapp,hypodermis,2,ancestor,1.0,1,1
ABarpappappa,hypodermis,2,ancestor,1.0,1,1
ABarpappappp,hypodermis,2,ancestor,1.0,1,1
ABarpappp,hypodermis,2,consensus,1.0,2,257
ABarpapppa,hypodermis,2,exact,1.0,1,232
ABarpapppaa,hypodermis,2,ancestor,1.0,1,1
ABarpapppap,hypodermis,2,ancestor,1.0,1,1
ABarpapppp,hypodermis,2,exact,1.0,1,232
ABarpappppa,hypodermis,2,ancestor,1.0,1,1
ABarpappppp,hypodermis,2,ancestor,1.0,1,1
ABarpp,mixed,11,consensus,0.588,17,258
ABarppa,hypodermis,2,consensus,0.625,8,258
ABarppaa,mixed,11,consensus,0.5,4,258
ABarppaaa,glia,5,consensus,1.0,2,256
ABarppaaaa,glia,5,exact,1.0,1,233
ABarppaaaaa,glia,5,ancestor,1.0,1,1
ABarppaaaaaa,glia,5,ancestor,1.0,1,1
ABarppaaaaap,glia,5,ancestor,1.0,1,1
ABarppaaaap,glia,5,ancestor,1.0,1,1
ABarppaaap,glia,5,exact,1.0,1,233
ABarppaap,mixed,11,consensus,0.5,2,256
ABarppaapa,hypodermis,2,exact,1.0,1,234
ABarppaapaa,hypodermis,2,ancestor,1.0,1,1
ABarppaapaaa,hypodermis,2,ancestor,1.0,1,1
ABarppaapaap,hypodermis,2,ancestor,1.0,1,1
ABarppaapap,hypodermis,2,ancestor,1.0,1,1
ABarppaapp,excretory,7,consensus,1.0,1,234
ABarppap,hypodermis,2,consensus,1.0,4,258
ABarppapa,hypodermis,2,consensus,1.0,2,256
ABarppapaa,hypodermis,2,exact,1.0,1,233
ABarppapap,hypodermis,2,exact,1.0,1,233
ABarppapp,hypodermis,2,consensus,1.0,2,256
ABarppappa,hypodermis,2,exact,1.0,1,233
ABarppappaa,hypodermis,2,ancestor,1.0,1,1
ABarppappap,hypodermis,2,ancestor,1.0,1,1
ABarppappp,hypodermis,2,exact,1.0,1,233
ABarppapppa,hypodermis,2,ancestor,1.0,1,1
ABarppapppp,hypodermis,2,ancestor,1.0,1,1
ABarppp,mixed,11,consensus,0.556,9,258
ABarpppa,mixed,11,consensus,0.4,5,258
ABarpppaa,glia,5,consensus,1.0,2,257
ABarpppaaa,glia,5,exact,1.0,1,234
ABarpppaap,glia,5,exact,1.0,1,234
ABarpppap,mixed,11,consensus,0.333,3,257
ABarpppapa,hypodermis,2,exact,1.0,1,234
ABarpppapp,mixed,11,consensus,0.5,2,234
ABarpppp,hypodermis,2,consensus,1.0,4,258
ABarppppa,hypodermis,2,consensus,1.0,2,256
ABarppppaa,hypodermis,2,exact,1.0,1,233
ABarppppap,hypodermis,2,exact,1.0,1,233
ABarppppp,hypodermis,2,consensus,1.0,2,256
ABarpppppa,hypodermis,2,exact,1.0,1,233
ABarpppppp,hypodermis,2,exact,1.0,1,233
ABarppppppa,hypodermis,2,ancestor,1.0,1,1
ABarppppppp,hypodermis,2,ancestor,1.0,1,1
ABp,mixed,11,consensus,0.448,210,252
ABpl,mixed,11,consensus,0.408,103,260
ABpla,mixed,11,consensus,0.455,44,260
ABplaa,mixed,11,consensus,0.5,22,260
ABplaaa,hypodermis,2,consensus,0.6,10,258
ABplaaaa,mixed,11,consensus,0.5,6,258
ABplaaaaa,neuron,0,consensus,0.75,4,257
ABplaaaaaa,mixed,11,consensus,0.5,2,232
ABplaaaaap,neuron,0,consensus,1.0,2,232
ABplaaaaapa,neuron,0,ancestor,1.0,2,7
ABplaaaaapaa,neuron,0,ancestor,1.0,2,1
ABplaaaaapap,neuron,0,ancestor,1.0,2,1
ABplaaaaapp,neuron,0,consensus,1.0,2,7
ABplaaaaappa,neuron,0,exact,1.0,1,1
ABplaaaaappp,neuron,0,exact,1.0,1,1
ABplaaaap,hypodermis,2,consensus,1.0,2,257
ABplaaaapa,hypodermis,2,exact,1.0,1,233
ABplaaaapp,hypodermis,2,exact,1.0,1,233
ABplaaap,hypodermis,2,consensus,1.0,4,258
ABplaaapa,hypodermis,2,consensus,1.0,2,257
ABplaaapaa,hypodermis,2,exact,1.0,1,232
ABplaaapaaa,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaaapaaap,hypodermis,2,ancestor,1.0,1,1
ABplaaapaap,hypodermis,2,ancestor,1.0,1,1
ABplaaapap,hypodermis,2,exact,1.0,1,232
ABplaaapp,hypodermis,2,consensus,1.0,2,257
ABplaaappa,hypodermis,2,exact,1.0,1,232
ABplaaappaa,hypodermis,2,ancestor,1.0,1,1
ABplaaappaaa,hypodermis,2,ancestor,1.0,1,1
ABplaaappaap,hypodermis,2,ancestor,1.0,1,1
ABplaaappap,hypodermis,2,ancestor,1.0,1,1
ABplaaappapa,hypodermis,2,ancestor,1.0,1,1
ABplaaappapp,hypodermis,2,ancestor,1.0,1,1
ABplaaappappa,hypodermis,2,ancestor,1.0,1,1
ABplaaappappp,hypodermis,2,ancestor,1.0,1,1
ABplaaappp,hypodermis,2,exact,1.0,1,232
ABplaaapppa,hypodermis,2,ancestor,1.0,1,1
ABplaaapppp,hypodermis,2,ancestor,1.0,1,1
ABplaap,mixed,11,consensus,0.417,12,258
ABplaapa,mixed,11,consensus,0.5,8,258
ABplaapaa,mixed,11,consensus,0.5,4,257
ABplaapaaa,mixed,11,consensus,0.5,2,233
ABplaapaaaa,hypodermis,2,exact,1.0,1,2
ABplaapaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaaapa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaaapp,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaapa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaaapp,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapapa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapapaa,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapapap,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapapp,hypodermis,2,ancestor,1.0,1,1
ABplaapaaaapp,hypodermis,2,ancestor,1.0,1,1
ABplaapaaap,glia,5,exact,1.0,1,2
ABplaapaaapa,glia,5,ancestor,1.0,1,1
ABplaapaaapaa,glia,5,ancestor,1.0,1,1
ABplaapaaapap,glia,5,ancestor,1.0,1,1
ABplaapaaapapa,glia,5,ancestor,1.0,1,1
ABplaapaaapapp,glia,5,ancestor,1.0,1,1
ABplaapaaapappa,glia,5,ancestor,1.0,1,1
ABplaapaaapappp,glia,5,ancestor,1.0,1,1
ABplaapaaapp,glia,5,ancestor,1.0,1,1
ABplaapaaappa,glia,5,ancestor,1.0,1,1
ABplaapaaappp,glia,5,ancestor,1.0,1,1
ABplaapaap,mixed,11,consensus,0.5,2,233
ABplaapaapa,neuron,0,exact,1.0,1,5
ABplaapaapp,glia,5,exact,1.0,1,5
ABplaapap,neuron,0,consensus,0.75,4,257
ABplaapapa,mixed,11,consensus,0.5,2,232
ABplaapapp,neuron,0,consensus,1.0,2,232
ABplaapappa,neuron,0,exact,1.0,1,8
ABplaapappp,neuron,0,consensus,1.0,1,8
ABplaapp,hypodermis,2,consensus,1.0,4,258
ABplaappa,hypodermis,2,consensus,1.0,2,257
ABplaappaa,hypodermis,2,exact,1.0,1,232
ABplaappap,hypodermis,2,exact,1.0,1,232
ABplaappapa,hypodermis,2,ancestor,1.0,1,1
ABplaappapp,hypodermis,2,ancestor,1.0,1,1
ABplaappp,hypodermis,2,consensus,1.0,2,257
ABplaapppa,hypodermis,2,exact,1.0,1,234
ABplaapppaa,hypodermis,2,ancestor,1.0,1,1
ABplaapppap,hypodermis,2,ancestor,1.0,1,1
ABplaapppp,hypodermis,2,exact,1.0,1,234
ABplaappppa,hypodermis,2,ancestor,1.0,1,1
ABplaappppp,hypodermis,2,ancestor,1.0,1,1
ABplap,mixed,11,consensus,0.409,22,260
ABplapa,mixed,11,consensus,0.462,13,260
ABplapaa,neuron,0,consensus,0.714,7,260
ABplapaaa,neuron,0,consensus,1.0,5,259
ABplapaaaa,neuron,0,consensus,1.0,2,236
ABplapaaaaa,neuron,0,ancestor,1.0,2,4
ABplapaaaap,neuron,0,consensus,1.0,2,4
ABplapaaaapa,neuron,0,exact,1.0,1,1
ABplapaaaapp,neuron,0,exact,1.0,1,1
ABplapaaaappa,neuron,0,ancestor,1.0,1,1
ABplapaaaappp,neuron,0,ancestor,1.0,1,1
ABplapaaap,neuron,0,consensus,1.0,3,236
ABplapaaapa,neuron,0,consensus,1.0,2,6
ABplapaaapp,neuron,0,exact,1.0,1,6
ABplapaap,mixed,11,consensus,0.5,2,259
ABplapaapa,glia,5,exact,1.0,1,236
ABplapaapaa,glia,5,ancestor,1.0,1,1
ABplapaapap,glia,5,ancestor,1.0,1,1
ABplapaapp,hypodermis,2,exact,1.0,1,236
ABplapap,mixed,11,consensus,0.5,6,260
ABplapapa,hypodermis,2,consensus,0.667,3,259
ABplapapaa,mixed,11,consensus,0.5,2,236
ABplapapap,hypodermis,2,exact,1.0,1,236
ABplapapapa,hypodermis,2,ancestor,1.0,1,1
ABplapapapp,hypodermis,2,ancestor,1.0,1,1
ABplapapp,mixed,11,consensus,0.333,3,259
ABplapappa,hypodermis,2,exact,1.0,1,236
ABplapappp,mixed,11,consensus,0.5,2,236
ABplapapppa,mixed,11,ancestor,0.5,2,4
ABplapapppp,mixed,11,consensus,0.5,2,4
ABplapp,mixed,11,consensus,0.556,9,260
ABplappa,hypodermis,2,consensus,1.0,4,260
ABplappaa,hypodermis,2,consensus,1.0,2,259
ABplappaaa,hypodermis,2,exact,1.0,1,236
ABplappaaaa,hypodermis,2,ancestor,1.0,1,1
ABplappaaap,hypodermis,2,ancestor,1.0,1,1
ABplappaap,hypodermis,2,exact,1.0,1,236
ABplappaapa,hypodermis,2,ancestor,1.0,1,1
ABplappaapp,hypodermis,2,ancestor,1.0,1,1
ABplappap,hypodermis,2,consensus,1.0,2,259
ABplappapa,hypodermis,2,exact,1.0,1,235
ABplappapp,hypodermis,2,exact,1.0,1,235
ABplappp,mixed,11,consensus,0.4,5,260
ABplapppa,neuron,0,consensus,0.667,3,259
ABplapppaa,neuron,0,consensus,1.0,1,237
ABplapppaaa,neuron,0,exact,1.0,1,2
ABplapppaap,neuron,0,ancestor,1.0,1,2
ABplapppap,mixed,11,consensus,0.5,2,237
ABplapppapa,mixed,11,ancestor,0.5,2,5
ABplapppapaa,mixed,11,ancestor,0.5,2,1
ABplapppapap,mixed,11,ancestor,0.5,2,1
ABplapppapp,mixed,11,consensus,0.5,2,5
ABplapppappa,muscle,1,exact,1.0,1,1
ABplapppappp,neuron,0,exact,1.0,1,1
ABplapppp,mixed,11,consensus,0.5,2,259
ABplappppa,hypodermis,2,exact,1.0,1,236
ABplappppaa,hypodermis,2,ancestor,1.0,1,1
ABplappppap,hypodermis,2,ancestor,1.0,1,1
ABplappppp,glia,5,exact,1.0,1,236
ABplapppppa,glia,5,ancestor,1.0,1,1
ABplapppppp,glia,5,ancestor,1.0,1,1
ABplp,mixed,11,consensus,0.458,59,260
ABplpa,mixed,11,consensus,0.5,30,260
ABplpaa,neuron,0,consensus,0.625,16,258
ABplpaaa,mixed,11,consensus,0.5,8,258
ABplpaaaa,mixed,11,consensus,0.25,4,257
ABplpaaaaa,mixed,11,consensus,0.5,2,233
ABplpaaaaaa,neuron,0,exact,1.0,1,4
ABplpaaaaaaa,neuron,0,ancestor,1.0,1,1
ABplpaaaaaap,neuron,0,ancestor,1.0,1,1
ABplpaaaaaapa,neuron,0,ancestor,1.0,1,1
ABplpaaaaaapp,neuron,0,ancestor,1.0,1,1
ABplpaaaaaappa,neuron,0,ancestor,1.0,1,1
ABplpaaaaaappaa,neuron,0,ancestor,1.0,1,1
ABplpaaaaaappap,neuron,0,ancestor,1.0,1,1
ABplpaaaaaappp,neuron,0,ancestor,1.0,1,1
ABplpaaaaap,glia,5,exact,1.0,1,4
ABplpaaaaapa,glia,5,ancestor,1.0,1,1
ABplpaaaaapaa,glia,5,ancestor,1.0,1,1
ABplpaaaaapap,glia,5,ancestor,1.0,1,1
ABplpaaaaapp,glia,5,ancestor,1.0,1,1
ABplpaaaap,mixed,11,consensus,0.5,2,233
ABplpaaaapa,excretory,7,exact,1.0,1,11
ABplpaaaapaa,excretory,7,ancestor,1.0,1,2
ABplpaaaapaaa,excretory,7,ancestor,1.0,1,2
ABplpaaaapaaaa,excretory,7,ancestor,1.0,1,2
ABplpaaaapaaaaa,excretory,7,ancestor,1.0,1,1
ABplpaaaapaaaap,excretory,7,ancestor,1.0,1,1
ABplpaaaapaaap,excretory,7,ancestor,1.0,1,2
ABplpaaaapaap,excretory,7,ancestor,1.0,1,2
ABplpaaaapaapa,excretory,7,ancestor,1.0,1,1
ABplpaaaapaapp,excretory,7,ancestor,1.0,1,1
ABplpaaaapap,excretory,7,ancestor,1.0,1,2
ABplpaaaapapa,excretory,7,ancestor,1.0,1,2
ABplpaaaapapp,excretory,7,ancestor,1.0,1,2
ABplpaaaapappa,excretory,7,ancestor,1.0,1,1
ABplpaaaapappaa,excretory,7,ancestor,1.0,1,1
ABplpaaaapappap,excretory,7,ancestor,1.0,1,1
ABplpaaaapappapa,excretory,7,ancestor,1.0,1,1
