cell,fate,fate_id,method,purity,n_leaves,n_embryos
Eprpaaa,intestine,4,ancestor,1.0,1,1
Eprpaap,intestine,4,ancestor,1.0,1,1
Eprpaapa,intestine,4,ancestor,1.0,1,1
Eprpaapaa,intestine,4,ancestor,1.0,1,1
Eprpaapap,intestine,4,ancestor,1.0,1,1
Eprpaapp,intestine,4,ancestor,1.0,1,1
Eprpap,intestine,4,ancestor,1.0,1,1
Eprpapa,intestine,4,ancestor,1.0,1,1
Eprpapaa,intestine,4,ancestor,1.0,1,1
Eprpapaaa,intestine,4,ancestor,1.0,1,1
Eprpapaap,intestine,4,ancestor,1.0,1,1
Eprpapap,intestine,4,ancestor,1.0,1,1
Eprpapp,intestine,4,ancestor,1.0,1,1
Eprpp,intestine,4,consensus,1.0,2,218
MS,mixed,11,founder,1.0,0,260
MSa,mixed,11,consensus,0.476,42,258
MSaa,pharynx,3,consensus,0.692,26,258
MSaaa,pharynx,3,consensus,0.923,13,258
MSaaaa,pharynx,3,consensus,1.0,8,258
MSaaaaa,pharynx,3,consensus,1.0,5,256
MSaaaaaa,pharynx,3,consensus,1.0,2,235
MSaaaaaal,pharynx,3,exact,1.0,1,2
MSaaaaaala,pharynx,3,ancestor,1.0,1,1
MSaaaaaalp,pharynx,3,ancestor,1.0,1,1
MSaaaaaar,pharynx,3,exact,1.0,1,2
MSaaaaap,pharynx,3,consensus,1.0,3,235
MSaaaaapa,pharynx,3,consensus,1.0,2,18
MSaaaaapp,pharynx,3,exact,1.0,1,18
MSaaaap,pharynx,3,consensus,1.0,3,256
MSaaaapa,pharynx,3,consensus,1.0,2,232
MSaaaapaa,pharynx,3,exact,1.0,1,3
MSaaaapap,pharynx,3,exact,1.0,1,3
MSaaaapp,pharynx,3,consensus,1.0,1,232
MSaaaappa,pharynx,3,ancestor,1.0,1,2
MSaaaappp,pharynx,3,exact,1.0,1,2
MSaaap,pharynx,3,consensus,0.8,5,258
MSaaapa,pharynx,3,consensus,1.0,4,256
MSaaapaa,pharynx,3,consensus,1.0,2,233
MSaaapaaa,pharynx,3,exact,1.0,1,5
MSaaapaap,pharynx,3,exact,1.0,1,5
MSaaapap,pharynx,3,consensus,1.0,2,233
MSaaapapa,pharynx,3,exact,1.0,1,7
MSaaapapp,pharynx,3,exact,1.0,1,7
MSaaapappa,pharynx,3,ancestor,1.0,1,1
MSaaapappaa,pharynx,3,ancestor,1.0,1,1
MSaaapappap,pharynx,3,ancestor,1.0,1,1
MSaaapappp,pharynx,3,ancestor,1.0,1,1
MSaaapp,intestine,4,consensus,1.0,1,256
MSaaappa,intestine,4,ancestor,1.0,1,88
MSaaappp,intestine,4,exact,1.0,1,88
MSaaapppa,intestine,4,ancestor,1.0,1,1
MSaaapppp,intestine,4,ancestor,1.0,1,1
MSaaappppa,intestine,4,ancestor,1.0,1,1
MSaaappppaa,intestine,4,ancestor,1.0,1,1
MSaaappppaaa,intestine,4,ancestor,1.0,1,1
MSaaappppaaaa,intestine,4,ancestor,1.0,1,1
MSaaappppaaap,intestine,4,ancestor,1.0,1,1
MSaaappppaaapa,intestine,4,ancestor,1.0,1,1
MSaaappppaaapp,intestine,4,ancestor,1.0,1,1
MSaaappppaap,intestine,4,ancestor,1.0,1,1
MSaaappppap,intestine,4,ancestor,1.0,1,1
MSaaappppp,intestine,4,ancestor,1.0,1,1
MSaap,mixed,11,consensus,0.462,13,258
MSaapa,pharynx,3,consensus,0.857,7,258
MSaapaa,pharynx,3,consensus,1.0,4,256
MSaapaaa,pharynx,3,consensus,1.0,2,233
MSaapaaaa,pharynx,3,exact,1.0,1,6
MSaapaaaaa,pharynx,3,ancestor,1.0,1,1
MSaapaaaaaa,pharynx,3,ancestor,1.0,1,1
MSaapaaaaaaa,pharynx,3,ancestor,1.0,1,1
MSaapaaaaaap,pharynx,3,ancestor,1.0,1,1
MSaapaaaaap,pharynx,3,ancestor,1.0,1,1
MSaapaaaaapa,pharynx,3,ancestor,1.0,1,1
MSaapaaaaapp,pharynx,3,ancestor,1.0,1,1
MSaapaaaap,pharynx,3,ancestor,1.0,1,1
MSaapaaap,pharynx,3,exact,1.0,1,6
MSaapaaapa,pharynx,3,ancestor,1.0,1,1
MSaapaaapaa,pharynx,3,ancestor,1.0,1,1
MSaapaaapaaa,pharynx,3,ancestor,1.0,1,1
MSaapaaapaap,pharynx,3,ancestor,1.0,1,1
MSaapaaapap,pharynx,3,ancestor,1.0,1,1
MSaapaaapp,pharynx,3,ancestor,1.0,1,1
MSaapaaappa,pharynx,3,ancestor,1.0,1,1
MSaapaaappp,pharynx,3,ancestor,1.0,1,1
MSaapaap,pharynx,3,consensus,1.0,2,233
MSaapaapa,pharynx,3,consensus,1.0,1,12
MSaapaapp,pharynx,3,exact,1.0,1,12
MSaapaappa,pharynx,3,ancestor,1.0,1,1
MSaapaappp,pharynx,3,ancestor,1.0,1,1
MSaapaapppa,pharynx,3,ancestor,1.0,1,1
MSaapaapppp,pharynx,3,ancestor,1.0,1,1
MSaapap,pharynx,3,consensus,0.667,3,256
MSaapapa,pharynx,3,consensus,1.0,1,232
MSaapapaa,pharynx,3,exact,1.0,1,2
MSaapapaaa,pharynx,3,ancestor,1.0,1,1
MSaapapaaaa,pharynx,3,ancestor,1.0,1,1
MSaapapaaap,pharynx,3,ancestor,1.0,1,1
MSaapapaap,pharynx,3,ancestor,1.0,1,1
MSaapapaapa,pharynx,3,ancestor,1.0,1,1
MSaapapaapp,pharynx,3,ancestor,1.0,1,1
MSaapapaappa,pharynx,3,ancestor,1.0,1,1
MSaapapaappp,pharynx,3,ancestor,1.0,1,1
MSaapapap,pharynx,3,ancestor,1.0,1,2
MSaapapapa,pharynx,3,ancestor,1.0,1,1
MSaapapapaa,pharynx,3,ancestor,1.0,1,1
MSaapapapap,pharynx,3,ancestor,1.0,1,1
MSaapapapp,pharynx,3,ancestor,1.0,1,1
MSaapapappa,pharynx,3,ancestor,1.0,1,1
MSaapapappp,pharynx,3,ancestor,1.0,1,1
MSaapapapppa,pharynx,3,ancestor,1.0,1,1
MSaapapapppp,pharynx,3,ancestor,1.0,1,1
MSaapapp,mixed,11,consensus,0.5,2,232
MSaapappa,pharynx,3,exact,1.0,1,3
MSaapappp,intestine,4,exact,1.0,1,3
MSaapapppa,intestine,4,ancestor,1.0,1,1
MSaapapppp,intestine,4,ancestor,1.0,1,1
MSaapappppa,intestine,4,ancestor,1.0,1,1
MSaapappppp,intestine,4,ancestor,1.0,1,1
MSaapp,muscle,1,consensus,0.667,6,258
MSaappa,intestine,4,consensus,1.0,2,252
MSaappaa,intestine,4,exact,1.0,1,17
MSaappap,intestine,4,exact,1.0,1,17
MSaappp,muscle,1,consensus,1.0,4,252
MSaapppa,muscle,1,consensus,1.0,2,46
MSaapppp,muscle,1,consensus,1.0,2,46
MSaappppa,muscle,1,exact,1.0,1,1
MSaappppp,muscle,1,exact,1.0,1,1
MSap,mixed,11,consensus,0.562,16,258
MSapa,mixed,11,consensus,0.444,9,258
MSapaa,mixed,11,consensus,0.5,4,258
MSapaaa,pharynx,3,consensus,0.667,3,254
MSapaaaa,pharynx,3,consensus,1.0,2,225
MSapaaap,muscle,1,exact,1.0,1,225
MSapaap,other,10,exact,1.0,1,254
MSapaapa,other,10,ancestor,1.0,1,80
MSapaapaa,other,10,ancestor,1.0,1,1
MSapaapaaa,other,10,ancestor,1.0,1,1
MSapaapaap,other,10,ancestor,1.0,1,1
MSapaapaapa,other,10,ancestor,1.0,1,1
MSapaapaapp,other,10,ancestor,1.0,1,1
MSapaapap,other,10,ancestor,1.0,1,1
MSapaapapa,other,10,ancestor,1.0,1,1
MSapaapapp,other,10,ancestor,1.0,1,1
MSapaapappa,other,10,ancestor,1.0,1,1
MSapaapappaa,other,10,ancestor,1.0,1,1
MSapaapappap,other,10,ancestor,1.0,1,1
MSapaapappp,other,10,ancestor,1.0,1,1
MSapaapapppa,other,10,ancestor,1.0,1,1
MSapaapapppp,other,10,ancestor,1.0,1,1
MSapaapp,other,10,ancestor,1.0,1,80
MSapaappa,other,10,ancestor,1.0,1,1
MSapaappaa,other,10,ancestor,1.0,1,1
MSapaappaaa,other,10,ancestor,1.0,1,1
MSapaappaaaa,other,10,ancestor,1.0,1,1
MSapaappaaap,other,10,ancestor,1.0,1,1
MSapaappaaapa,other,10,ancestor,1.0,1,1
MSapaappaaapp,other,10,ancestor,1.0,1,1
MSapaappaaappa,other,10,ancestor,1.0,1,1
MSapaappaaappp,other,10,ancestor,1.0,1,1
MSapaappaap,other,10,ancestor,1.0,1,1
MSapaappaapa,other,10,ancestor,1.0,1,1
MSapaappaapp,other,10,ancestor,1.0,1,1
MSapaappap,other,10,ancestor,1.0,1,1
MSapaappp,other,10,ancestor,1.0,1,1
MSapap,muscle,1,consensus,0.6,5,258
MSapapa,coelomocyte,8,consensus,0.667,3,251
MSapapaa,coelomocyte,8,consensus,1.0,2,225
MSapapap,muscle,1,exact,1.0,1,225
MSapapp,muscle,1,consensus,1.0,2,251
MSapappa,muscle,1,exact,1.0,1,166
MSapappaa,muscle,1,ancestor,1.0,1,1
MSapappaaa,muscle,1,ancestor,1.0,1,1
MSapappaap,muscle,1,ancestor,1.0,1,1
MSapappap,muscle,1,ancestor,1.0,1,1
MSapappp,muscle,1,exact,1.0,1,166
MSapapppa,muscle,1,ancestor,1.0,1,1
MSapapppaa,muscle,1,ancestor,1.0,1,1
MSapapppap,muscle,1,ancestor,1.0,1,1
MSapapppp,muscle,1,ancestor,1.0,1,1
MSapp,muscle,1,consensus,0.714,7,258
MSappa,mixed,11,consensus,0.333,3,258
MSappaa,mixed,11,consensus,0.5,2,249
MSappaaa,other,10,exact,1.0,1,43
MSappaap,germline,6,exact,1.0,1,43
MSappap,muscle,1,consensus,1.0,1,249
MSappapa,muscle,1,ancestor,1.0,1,20
MSappapp,muscle,1,exact,1.0,1,20
MSappappa,muscle,1,ancestor,1.0,1,1
MSappappaa,muscle,1,ancestor,1.0,1,1
MSappappap,muscle,1,ancestor,1.0,1,1
MSappappp,muscle,1,ancestor,1.0,1,1
MSappapppa,muscle,1,ancestor,1.0,1,1
MSappapppp,muscle,1,ancestor,1.0,1,1
MSappp,muscle,1,consensus,1.0,4,258
MSapppa,muscle,1,consensus,1.0,2,247
MSapppaa,muscle,1,exact,1.0,1,68
MSapppaaa,muscle,1,ancestor,1.0,1,1
MSapppaaaa,muscle,1,ancestor,1.0,1,1
MSapppaaap,muscle,1,ancestor,1.0,1,1
MSapppaap,muscle,1,ancestor,1.0,1,1
MSapppaapa,muscle,1,ancestor,1.0,1,1
MSapppaapaa,muscle,1,ancestor,1.0,1,1
MSapppaapap,muscle,1,ancestor,1.0,1,1
MSapppaapp,muscle,1,ancestor,1.0,1,1
MSapppap,muscle,1,exact,1.0,1,68
MSapppp,muscle,1,consensus,1.0,2,247
MSappppa,muscle,1,exact,1.0,1,48
MSappppaa,muscle,1,ancestor,1.0,1,1
MSappppap,muscle,1,ancestor,1.0,1,1
MSappppp,muscle,1,exact,1.0,1,48
MSapppppa,muscle,1,ancestor,1.0,1,1
MSapppppaa,muscle,1,ancestor,1.0,1,1
MSapppppap,muscle,1,ancestor,1.0,1,1
MSapppppp,muscle,1,ancestor,1.0,1,1
MSp,mixed,11,consensus,0.432,37,258
MSpa,pharynx,3,consensus,0.636,22,258
MSpaa,pharynx,3,consensus,0.9,10,258
MSpaaa,pharynx,3,consensus,1.0,7,258
MSpaaaa,pharynx,3,consensus,1.0,3,256
MSpaaaaa,pharynx,3,consensus,1.0,1,232
MSpaaaaaa,pharynx,3,exact,1.0,1,2
MSpaaaaaaa,pharynx,3,ancestor,1.0,1,1
MSpaaaaaap,pharynx,3,ancestor,1.0,1,1
MSpaaaaap,pharynx,3,ancestor,1.0,1,2
MSpaaaap,pharynx,3,consensus,1.0,2,232
MSpaaaapa,pharynx,3,exact,1.0,1,12
MSpaaaapp,pharynx,3,exact,1.0,1,12
MSpaaap,pharynx,3,consensus,1.0,4,256
MSpaaapa,pharynx,3,consensus,1.0,2,232
MSpaaapaa,pharynx,3,exact,1.0,1,2
MSpaaapaaa,pharynx,3,ancestor,1.0,1,1
MSpaaapaap,pharynx,3,ancestor,1.0,1,1
MSpaaapaapa,pharynx,3,ancestor,1.0,1,1
MSpaaapaapaa,pharynx,3,ancestor,1.0,1,1
MSpaaapaapap,pharynx,3,ancestor,1.0,1,1
MSpaaapaapp,pharynx,3,ancestor,1.0,1,1
MSpaaapap,pharynx,3,exact,1.0,1,2
MSpaaapapa,pharynx,3,ancestor,1.0,1,1
MSpaaapapp,pharynx,3,ancestor,1.0,1,1
MSpaaapp,pharynx,3,consensus,1.0,2,232
MSpaaappa,pharynx,3,exact,1.0,1,8
MSpaaappp,pharynx,3,exact,1.0,1,8
MSpaap,pharynx,3,consensus,0.667,3,258
MSpaapa,pharynx,3,consensus,0.667,3,256
MSpaapaa,pharynx,3,consensus,1.0,1,231
MSpaapaaa,pharynx,3,exact,1.0,1,2
MSpaapaaaa,pharynx,3,ancestor,1.0,1,1
MSpaapaaap,pharynx,3,ancestor,1.0,1,1
MSpaapaap,pharynx,3,ancestor,1.0,1,2
MSpaapaapa,pharynx,3,ancestor,1.0,1,1
MSpaapaapp,pharynx,3,ancestor,1.0,1,1
MSpaapap,mixed,11,consensus,0.5,2,231
MSpaapapa,pharynx,3,exact,1.0,1,5
MSpaapapaa,pharynx,3,ancestor,1.0,1,1
MSpaapapaaa,pharynx,3,ancestor,1.0,1,1
MSpaapapaaaa,pharynx,3,ancestor,1.0,1,1
MSpaapapaaap,pharynx,3,ancestor,1.0,1,1
MSpaapapaap,pharynx,3,ancestor,1.0,1,1
MSpaapapap,pharynx,3,ancestor,1.0,1,1
MSpaapapapa,pharynx,3,ancestor,1.0,1,1
MSpaapapapp,pharynx,3,ancestor,1.0,1,1
MSpaapapappa,pharynx,3,ancestor,1.0,1,1
MSpaapapappaa,pharynx,3,ancestor,1.0,1,1
MSpaapapappap,pharynx,3,ancestor,1.0,1,1
MSpaapapappapa,pharynx,3,ancestor,1.0,1,1
MSpaapapappapp,pharynx,3,ancestor,1.0,1,1
MSpaapapappp,pharynx,3,ancestor,1.0,1,1
MSpaapapapppa,pharynx,3,ancestor,1.0,1,1
MSpaapapapppaa,pharynx,3,ancestor,1.0,1,1
MSpaapapapppap,pharynx,3,ancestor,1.0,1,1
MSpaapapapppp,pharynx,3,ancestor,1.0,1,1
MSpaapapp,intestine,4,exact,1.0,1,5
MSpaapp,pharynx,3,ancestor,0.667,3,256
MSpaappa,pharynx,3,ancestor,0.667,3,1
MSpaappaa,pharynx,3,ancestor,0.667,3,1
MSpaappaaa,pharynx,3,ancestor,0.667,3,1
MSpaappaaaa,pharynx,3,ancestor,0.667,3,1
MSpaappaaap,pharynx,3,ancestor,0.667,3,1
MSpaappaap,pharynx,3,ancestor,0.667,3,1
MSpaappap,pharynx,3,ancestor,0.667,3,1
MSpaappp,pharynx,3,ancestor,0.667,3,1
MSpap,mixed,11,consensus,0.5,12,258
MSpapa,pharynx,3,consensus,0.833,6,258
MSpapaa,pharynx,3,consensus,1.0,3,256
MSpapaaa,pharynx,3,consensus,1.0,1,231
MSpapaaaa,pharynx,3,ancestor,1.0,1,7
MSpapaaaaa,pharynx,3,ancestor,1.0,1,1
MSpapaaaap,pharynx,3,ancestor,1.0,1,1
MSpapaaaapa,pharynx,3,ancestor,1.0,1,1
MSpapaaaapp,pharynx,3,ancestor,1.0,1,1
MSpapaaaappa,pharynx,3,ancestor,1.0,1,1
MSpapaaaappp,pharynx,3,ancestor,1.0,1,1
MSpapaaap,pharynx,3,exact,1.0,1,7
MSpapaap,pharynx,3,consensus,1.0,2,231
MSpapaapa,pharynx,3,consensus,1.0,1,14
MSpapaapaa,pharynx,3,exact,1.0,1,1
MSpapaapap,pharynx,3,ancestor,1.0,1,1
MSpapaapapa,pharynx,3,ancestor,1.0,1,1
MSpapaapapaa,pharynx,3,ancestor,1.0,1,1
MSpapaapapap,pharynx,3,ancestor,1.0,1,1
MSpapaapapp,pharynx,3,ancestor,1.0,1,1
MSpapaapp,pharynx,3,exact,1.0,1,14
MSpapap,pharynx,3,consensus,0.667,3,256
MSpapapa,pharynx,3,consensus,1.0,1,232
MSpapapaa,pharynx,3,exact,1.0,1,1
MSpapapap,pharynx,3,ancestor,1.0,1,1
MSpapapp,mixed,11,consensus,0.5,2,232
MSpapappa,pharynx,3,exact,1.0,1,4
MSpapappp,intestine,4,exact,1.0,1,4
MSpapapppa,intestine,4,ancestor,1.0,1,1
MSpapapppp,intestine,4,ancestor,1.0,1,1
MSpapp,muscle,1,consensus,1.0,6,258
MSpappa,muscle,1,consensus,1.0,2,252
MSpappaa,muscle,1,exact,1.0,1,16
MSpappaaa,muscle,1,ancestor,1.0,1,1
MSpappaap,muscle,1,ancestor,1.0,1,1
MSpappap,muscle,1,exact,1.0,1,16
MSpappp,muscle,1,consensus,1.0,4,252
MSpapppa,muscle,1,consensus,1.0,2,94
MSpapppp,muscle,1,consensus,1.0,2,94
MSpappppa,muscle,1,exact,1.0,1,1
MSpappppp,muscle,1,exact,1.0,1,1
MSpp,muscle,1,consensus,0.6,15,258
MSppa,mixed,11,consensus,0.444,9,258
MSppaa,mixed,11,consensus,0.5,4,258
MSppaaa,pharynx,3,consensus,0.667,3,254
MSppaaaa,pharynx,3,consensus,1.0,2,226
MSppaaap,muscle,1,exact,1.0,1,226
MSppaap,intestine,4,consensus,1.0,1,254
MSppaapa,intestine,4,ancestor,1.0,1,64
MSppaapaa,intestine,4,ancestor,1.0,1,1
MSppaapap,intestine,4,ancestor,1.0,1,1
MSppaapp,intestine,4,exact,1.0,1,64
MSppaappa,intestine,4,ancestor,1.0,1,1
MSppaappaa,intestine,4,ancestor,1.0,1,1
MSppaappaaa,intestine,4,ancestor,1.0,1,1
MSppaappaap,intestine,4,ancestor,1.0,1,1
MSppaappap,intestine,4,ancestor,1.0,1,1
MSppaappapa,intestine,4,ancestor,1.0,1,1
MSppaappapp,intestine,4,ancestor,1.0,1,1
MSppaappp,intestine,4,ancestor,1.0,1,1
MSppap,muscle,1,consensus,0.6,5,258
MSppapa,coelomocyte,8,consensus,0.667,3,255
MSppapaa,coelomocyte,8,consensus,1.0,2,227
MSppapaaa,coelomocyte,8,exact,1.0,1,1
MSppapaap,coelomocyte,8,exact,1.0,1,1
MSppapap,muscle,1,exact,1.0,1,227
MSppapapa,muscle,1,ancestor,1.0,1,1
MSppapapp,muscle,1,ancestor,1.0,1,1
MSppapappa,muscle,1,ancestor,1.0,1,1
MSppapappp,muscle,1,ancestor,1.0,1,1
MSppapp,muscle,1,consensus,1.0,2,255
MSppappa,muscle,1,exact,1.0,1,165
MSppappaa,muscle,1,ancestor,1.0,1,1
MSppappaaa,muscle,1,ancestor,1.0,1,1
MSppappaap,muscle,1,ancestor,1.0,1,1
MSppappap,muscle,1,ancestor,1.0,1,1
MSppappp,muscle,1,exact,1.0,1,165
MSppapppa,muscle,1,ancestor,1.0,1,1
MSppapppp,muscle,1,ancestor,1.0,1,1
MSppappppa,muscle,1,ancestor,1.0,1,1
MSppappppp,muscle,1,ancestor,1.0,1,1
MSppp,muscle,1,consensus,0.833,6,258
MSpppa,mixed,11,consensus,0.5,2,258
MSpppaa,germline,6,consensus,1.0,1,249
MSpppaaa,germline,6,ancestor,1.0,1,63
MSpppaaaa,germline,6,ancestor,1.0,1,1
MSpppaaaaa,germline,6,ancestor,1.0,1,1
MSpppaaaap,germline,6,ancestor,1.0,1,1
MSpppaaap,germline,6,ancestor,1.0,1,1
MSpppaap,germline,6,exact,1.0,1,63
MSpppap,muscle,1,consensus,1.0,1,249
MSpppapa,muscle,1,ancestor,1.0,1,31
MSpppapaa,muscle,1,ancestor,1.0,1,1
MSpppapaaa,muscle,1,ancestor,1.0,1,1
MSpppapaap,muscle,1,ancestor,1.0,1,1
MSpppapap,muscle,1,ancestor,1.0,1,1
MSpppapapa,muscle,1,ancestor,1.0,1,1
MSpppapapp,muscle,1,ancestor,1.0,1,1
MSpppapp,muscle,1,exact,1.0,1,31
MSpppappa,muscle,1,ancestor,1.0,1,1
MSpppappaa,muscle,1,ancestor,1.0,1,1
MSpppappaaa,muscle,1,ancestor,1.0,1,1
MSpppappaap,muscle,1,ancestor,1.0,1,1
MSpppappap,muscle,1,ancestor,1.0,1,1
MSpppappp,muscle,1,ancestor,1.0,1,1
MSpppp,muscle,1,consensus,1.0,4,258
MSppppa,muscle,1,consensus,1.0,2,248
MSppppaa,muscle,1,exact,1.0,1,72
MSppppap,muscle,1,exact,1.0,1,72
MSppppapa,muscle,1,ancestor,1.0,1,1
MSppppapp,muscle,1,ancestor,1.0,1,1
MSppppp,muscle,1,consensus,1.0,2,248
MSpppppa,muscle,1,exact,1.0,1,41
MSpppppaa,muscle,1,ancestor,1.0,1,1
MSpppppap,muscle,1,ancestor,1.0,1,1
MSpppppapa,muscle,1,ancestor,1.0,1,1
MSpppppapaa,muscle,1,ancestor,1.0,1,1
MSpppppapap,muscle,1,ancestor,1.0,1,1
MSpppppapapa,muscle,1,ancestor,1.0,1,1
MSpppppapapaa,muscle,1,ancestor,1.0,1,1
MSpppppapapap,muscle,1,ancestor,1.0,1,1
MSpppppapapapa,muscle,1,ancestor,1.0,1,1
MSpppppapapapp,muscle,1,ancestor,1.0,1,1
MSpppppapapp,muscle,1,ancestor,1.0,1,1
MSpppppapp,muscle,1,ancestor,1.0,1,1
MSpppppp,muscle,1,exact,1.0,1,41
MSppppppa,muscle,1,ancestor,1.0,1,1
MSppppppp,muscle,1,ancestor,1.0,1,1
Nuc1,unknown,12,unknown,0.0,0,1
Nuc4,unknown,12,unknown,0.0,0,1
P0,other,10,founder,1.0,0,8
P1,mixed,11,founder,1.0,0,81
P2,mixed,11,founder,1.0,0,255
P3,mixed,11,founder,1.0,0,260
P4,germline,6,founder,1.0,0,258
Z2,germline,6,founder,1.0,0,222
Z3,germline,6,founder,1.0,0,222
